person_age,person_gender,person_education,person_income,person_emp_exp,person_home_owner,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
32,female,Bachelor,90807,9,RENT,16000,VENTURE,13.2,0.18,8,689,no,0
42,male,High School,67480,21,RENT,7000,DEBTCONSOLIDATION,15.95,0.1,15,684,no,1
22,male,High School,85402,0,RENT,7550,EDUCATION,7.51,0.09,3,670,yes,0
31,male,Associate,115114,9,MORTGAGE,5000,HOMEIMPROVEMENT,6.03,0.04,5,564,yes,0
30,male,Bachelor,83761,9,MORTGAGE,14000,PERSONAL,6.88,0.17,9,562,yes,0
22,male,Bachelor,68196,0,RENT,12000,VENTURE,10.61,0.18,4,626,yes,0
36,female,Associate,241150,15,MORTGAGE,14000,MEDICAL,7.49,0.06,15,618,yes,0
25,male,High School,150848,6,MORTGAGE,15000,HOMEIMPROVEMENT,7.88,0.1,3,607,no,0
30,female,Bachelor,154768,6,MORTGAGE,9720,EDUCATION,11.18,0.06,7,652,no,1
24,male,High School,84935,2,OWN,6000,EDUCATION,5.42,0.07,2,631,yes,0
30,female,Master,48982,9,MORTGAGE,10000,PERSONAL,10.75,0.2,8,579,yes,0
26,male,High School,90290,5,MORTGAGE,3000,MEDICAL,6.76,0.03,3,579,no,0
26,male,Bachelor,27792,3,RENT,2500,PERSONAL,7.2,0.09,4,709,no,1
25,male,Bachelor,87180,1,MORTGAGE,25000,EDUCATION,11.81,0.29,3,549,yes,0
42,male,Associate,50178,16,RENT,15000,HOMEIMPROVEMENT,16.95,0.3,15,678,no,1
29,female,Associate,45687,2,MORTGAGE,3000,PERSONAL,16.82,0.07,7,530,yes,0
25,female,High School,61349,1,MORTGAGE,8000,VENTURE,19.42,0.13,2,624,no,0
25,female,High School,28944,3,RENT,4000,MEDICAL,12.42,0.14,3,613,yes,0
25,female,Associate,87024,2,MORTGAGE,9250,EDUCATION,12.53,0.11,4,668,yes,0
32,female,Associate,156739,8,MORTGAGE,12000,PERSONAL,8.59,0.08,7,679,yes,0
24,male,Associate,65830,4,RENT,10000,DEBTCONSOLIDATION,14.11,0.15,4,662,no,1
26,female,Associate,127001,7,MORTGAGE,10000,EDUCATION,9.76,0.08,3,648,no,0
29,male,Master,50107,7,MORTGAGE,2000,HOMEIMPROVEMENT,7.74,0.04,8,607,no,0
24,female,Bachelor,48908,5,RENT,6000,PERSONAL,13.99,0.12,3,565,yes,0
24,female,Master,133025,3,MORTGAGE,27300,PERSONAL,7.51,0.21,3,637,no,0
34,female,High School,166463,13,MORTGAGE,25000,MEDICAL,11.12,0.15,6,666,no,0
26,female,Master,190662,4,RENT,4000,HOMEIMPROVEMENT,14.84,0.02,3,670,no,1
25,female,Associate,37040,2,RENT,4000,MEDICAL,14.54,0.11,2,561,no,1
25,male,Master,24429,4,RENT,6250,EDUCATION,15.31,0.26,2,718,no,1
30,male,Master,144998,6,RENT,10000,HOMEIMPROVEMENT,17.04,0.07,5,713,yes,0
22,male,Bachelor,63123,0,MORTGAGE,6000,EDUCATION,7.9,0.1,4,644,yes,0
29,female,Master,43891,9,RENT,10000,PERSONAL,11.01,0.23,6,687,yes,0
24,male,High School,180921,3,MORTGAGE,25000,PERSONAL,12.99,0.14,4,648,no,0
26,female,Master,43327,3,RENT,8000,DEBTCONSOLIDATION,15.31,0.18,2,634,no,1
26,male,Master,72851,4,RENT,12000,DEBTCONSOLIDATION,6.62,0.16,2,540,yes,0
31,male,Bachelor,24800,9,RENT,5000,MEDICAL,13.8,0.2,5,625,no,0
35,male,High School,67366,15,RENT,10800,EDUCATION,9.91,0.16,8,674,yes,0
27,male,High School,124724,6,RENT,5000,VENTURE,9.32,0.04,7,500,yes,0
33,female,Associate,36821,9,RENT,6000,VENTURE,19.42,0.16,10,544,no,1
27,male,Associate,54633,3,MORTGAGE,3450,PERSONAL,11.99,0.06,7,628,yes,0
21,male,Bachelor,120991,0,RENT,8000,VENTURE,7.14,0.07,4,660,no,0
23,male,Bachelor,361159,0,MORTGAGE,10000,EDUCATION,15.65,0.03,2,546,yes,0
32,male,Associate,48678,10,RENT,7000,PERSONAL,9.68,0.14,10,663,yes,0
28,male,Bachelor,80279,5,RENT,2475,PERSONAL,15.05,0.03,8,697,no,1
30,female,Bachelor,180936,8,OWN,5425,PERSONAL,11.01,0.03,5,686,no,0
23,male,Bachelor,102162,0,MORTGAGE,23000,EDUCATION,12.55,0.23,4,619,yes,0
25,male,Associate,71373,1,MORTGAGE,5300,MEDICAL,19.91,0.07,2,576,no,1
28,male,Master,29376,1,RENT,8875,VENTURE,10.65,0.3,9,571,no,1
35,female,Doctorate,41656,8,RENT,1600,VENTURE,14.84,0.04,6,616,no,1
24,female,High School,118733,0,RENT,16000,DEBTCONSOLIDATION,15.78,0.13,4,603,no,1
31,male,Associate,44186,8,MORTGAGE,6000,PERSONAL,8.57,0.14,10,606,yes,0
35,male,Bachelor,70632,12,RENT,7500,DEBTCONSOLIDATION,11.61,0.11,14,703,no,0
25,female,Bachelor,69508,3,MORTGAGE,6000,VENTURE,7.99,0.09,3,661,yes,0
41,female,Associate,29165,18,OWN,10000,HOMEIMPROVEMENT,10.38,0.34,16,628,yes,0
23,male,Bachelor,66956,0,MORTGAGE,10000,EDUCATION,10.75,0.15,4,657,yes,0
25,male,Associate,83470,0,MORTGAGE,25000,MEDICAL,6.99,0.3,2,639,yes,0
33,male,Associate,32720,10,RENT,7000,MEDICAL,11.36,0.21,9,682,yes,0
29,male,High School,41657,8,RENT,7500,MEDICAL,11.01,0.18,10,639,no,0
25,female,Master,240768,2,MORTGAGE,12000,VENTURE,10.38,0.05,2,669,yes,0
22,male,Bachelor,41670,3,RENT,15000,VENTURE,14.96,0.36,4,585,no,1
29,female,Master,75150,9,RENT,15000,VENTURE,6.91,0.2,10,732,yes,0
39,female,Associate,103028,17,RENT,12000,EDUCATION,10.74,0.12,13,644,no,0
25,male,Associate,128198,6,RENT,5000,PERSONAL,11.01,0.04,4,546,yes,0
22,female,High School,29732,0,MORTGAGE,2500,MEDICAL,7.14,0.08,2,661,no,0
23,male,Bachelor,47942,4,RENT,15000,MEDICAL,15.28,0.31,3,589,no,1
25,female,Bachelor,156789,0,RENT,2000,HOMEIMPROVEMENT,6.99,0.01,4,601,yes,0
36,male,Bachelor,85249,11,MORTGAGE,16000,DEBTCONSOLIDATION,6.91,0.19,14,658,no,0
26,female,Master,66738,4,MORTGAGE,2800,VENTURE,13.49,0.04,2,671,no,0
24,male,Associate,26392,2,RENT,5122,PERSONAL,10.81,0.19,4,703,no,0
23,female,High School,108999,0,MORTGAGE,15000,PERSONAL,6.03,0.14,3,638,no,0
26,female,High School,38235,5,RENT,8000,VENTURE,9.57,0.21,7,593,yes,0
28,female,Master,49116,3,RENT,9000,MEDICAL,12.53,0.18,8,708,yes,0
32,female,Bachelor,116071,9,MORTGAGE,7000,VENTURE,6.62,0.06,6,676,yes,0
24,male,Bachelor,48837,2,MORTGAGE,15000,DEBTCONSOLIDATION,9.88,0.31,2,648,no,0
32,female,Associate,156824,11,MORTGAGE,16088,MEDICAL,10.03,0.1,10,593,yes,0
29,male,Doctorate,58358,7,MORTGAGE,17338,HOMEIMPROVEMENT,13.53,0.3,5,630,yes,0
33,female,Associate,58427,10,RENT,9600,MEDICAL,16.29,0.16,7,673,yes,0
34,male,Bachelor,134540,15,RENT,6000,HOMEIMPROVEMENT,9.99,0.04,9,717,no,0
26,male,Bachelor,97115,3,MORTGAGE,6300,EDUCATION,5.79,0.06,4,635,no,0
28,male,High School,91192,6,MORTGAGE,15000,HOMEIMPROVEMENT,8.9,0.16,9,620,yes,0
24,male,Bachelor,44764,2,MORTGAGE,2500,VENTURE,10.37,0.06,3,660,no,0
25,female,Bachelor,83753,0,RENT,8500,HOMEIMPROVEMENT,6.92,0.1,4,644,no,1
25,female,Associate,58656,0,RENT,12000,EDUCATION,13.85,0.2,4,586,yes,0
22,male,High School,29716,0,RENT,1000,PERSONAL,12.84,0.03,3,604,yes,0
25,female,Associate,69811,3,MORTGAGE,7250,VENTURE,10.59,0.1,4,644,yes,0
23,male,High School,47091,3,OWN,7675,EDUCATION,10,0.16,4,586,yes,0
38,female,Associate,87315,15,MORTGAGE,6000,DEBTCONSOLIDATION,5.99,0.07,11,656,no,0
31,male,Master,211083,12,MORTGAGE,7500,EDUCATION,19.69,0.04,9,684,no,0
24,male,High School,68940,2,RENT,10000,HOMEIMPROVEMENT,11.01,0.15,4,654,yes,0
25,female,Associate,45460,4,RENT,12450,EDUCATION,16.32,0.27,2,526,no,1
28,female,Bachelor,79226,5,OWN,7500,VENTURE,10.96,0.09,5,663,yes,0
22,male,High School,99773,0,MORTGAGE,14265,MEDICAL,9.04,0.14,3,645,no,0
23,male,Associate,43687,0,MORTGAGE,5600,DEBTCONSOLIDATION,6.76,0.13,3,619,no,0
39,male,High School,40447,15,RENT,8000,DEBTCONSOLIDATION,14.26,0.2,12,658,no,1
22,male,Bachelor,42369,0,RENT,5000,MEDICAL,16.89,0.12,3,604,no,1
22,female,Bachelor,73114,0,MORTGAGE,7000,VENTURE,13.61,0.1,3,683,yes,0
28,male,Associate,61050,6,MORTGAGE,2200,PERSONAL,11.49,0.04,8,697,yes,0
23,male,Associate,18258,0,RENT,1725,PERSONAL,14.8,0.09,2,655,no,1
31,male,Master,37325,10,RENT,6600,EDUCATION,16.49,0.18,8,707,no,1
49,male,Master,83663,24,RENT,10000,VENTURE,13.48,0.12,16,633,yes,0
22,male,Bachelor,35414,0,RENT,4000,MEDICAL,14.96,0.11,4,674,no,1
24,male,Associate,52338,3,RENT,12000,PERSONAL,11.36,0.23,2,609,yes,0
27,male,Bachelor,48067,4,RENT,6000,VENTURE,13.96,0.12,8,582,no,1
24,male,Master,60975,2,MORTGAGE,6000,PERSONAL,6.17,0.1,2,660,no,0
28,female,Bachelor,87179,6,MORTGAGE,16000,VENTURE,15.95,0.18,5,671,yes,0
31,male,Doctorate,58010,8,RENT,12000,MEDICAL,11.99,0.21,6,665,no,0
26,male,High School,41178,2,RENT,6000,DEBTCONSOLIDATION,10.71,0.15,3,606,yes,0
25,male,Master,100583,1,MORTGAGE,13000,PERSONAL,11.22,0.13,3,682,no,0
28,female,High School,60907,7,RENT,6000,PERSONAL,10.59,0.1,5,662,yes,0
23,male,Master,102937,0,RENT,12000,VENTURE,13.16,0.12,4,714,yes,0
32,female,Bachelor,90582,10,RENT,10000,HOMEIMPROVEMENT,7.29,0.11,7,561,yes,0
27,female,Associate,72832,6,MORTGAGE,5000,HOMEIMPROVEMENT,11.31,0.07,5,435,yes,0
23,male,Master,55223,0,MORTGAGE,5000,VENTURE,7.38,0.09,4,646,no,0
33,male,Associate,46519,10,RENT,4900,EDUCATION,10.28,0.11,6,624,no,1
34,male,Associate,117852,13,RENT,20000,PERSONAL,13.22,0.17,7,676,no,0
24,male,High School,88455,3,MORTGAGE,16000,MEDICAL,7.86,0.18,4,649,yes,0
23,male,High School,79096,1,MORTGAGE,13000,EDUCATION,10.55,0.16,2,672,yes,0
28,male,Associate,52818,6,MORTGAGE,4000,PERSONAL,12.69,0.08,5,615,no,0
35,male,Master,241005,17,MORTGAGE,25000,EDUCATION,11.01,0.1,7,693,no,0
24,male,High School,87453,2,RENT,7128,EDUCATION,8.42,0.08,3,614,no,0
26,male,Bachelor,98855,5,MORTGAGE,6000,HOMEIMPROVEMENT,7.9,0.06,4,702,no,0
30,female,Bachelor,41719,6,RENT,2420,EDUCATION,12.34,0.06,5,606,no,0
23,male,Associate,43889,5,MORTGAGE,6725,HOMEIMPROVEMENT,11.49,0.15,2,670,no,1
30,male,Bachelor,139282,9,MORTGAGE,21892,EDUCATION,12.13,0.16,10,612,yes,0
23,male,High School,96779,0,MORTGAGE,10000,EDUCATION,11.01,0.1,2,540,yes,0
31,male,Master,48797,10,MORTGAGE,12650,MEDICAL,11.34,0.26,9,693,no,0
23,male,Master,78868,0,MORTGAGE,16000,MEDICAL,14.35,0.2,3,676,no,1
23,male,Bachelor,74580,1,RENT,3000,PERSONAL,12.42,0.04,2,553,no,0
31,female,Bachelor,49984,9,RENT,5000,MEDICAL,15.28,0.1,10,695,no,0
22,female,Master,18301,0,RENT,1200,PERSONAL,10.37,0.07,2,687,yes,0
22,female,Associate,120419,0,MORTGAGE,5000,MEDICAL,9.67,0.04,3,511,yes,0
28,male,High School,67987,5,MORTGAGE,8400,EDUCATION,7.51,0.12,6,611,no,0
25,female,Bachelor,74106,0,RENT,7536,HOMEIMPROVEMENT,10.61,0.1,5,652,yes,0
22,male,High School,45613,2,RENT,10000,PERSONAL,11.01,0.22,2,689,no,1
34,male,Associate,55966,12,RENT,5709,PERSONAL,13.47,0.1,9,455,yes,0
25,female,Master,55022,1,MORTGAGE,7500,EDUCATION,8.86,0.14,3,627,yes,0
22,male,Associate,87996,0,RENT,6663,HOMEIMPROVEMENT,11.64,0.08,4,653,no,0
31,male,Associate,72722,9,RENT,15000,EDUCATION,11.71,0.21,7,644,yes,0
31,female,Bachelor,49792,10,RENT,4000,MEDICAL,10,0.08,10,636,yes,0
25,female,Bachelor,91275,4,MORTGAGE,6000,MEDICAL,7.51,0.07,4,650,yes,0
24,female,Bachelor,34132,6,OWN,7000,MEDICAL,7.9,0.21,4,525,no,0
26,female,Bachelor,83018,2,MORTGAGE,12000,DEBTCONSOLIDATION,10.55,0.14,3,652,no,0
30,male,Master,116564,7,RENT,16750,VENTURE,10.62,0.14,5,584,yes,0
37,male,Associate,97371,11,RENT,14500,MEDICAL,11.26,0.15,14,620,no,0
23,female,Master,55173,3,RENT,1700,EDUCATION,14.72,0.03,2,727,no,0
26,male,High School,94501,1,RENT,12000,DEBTCONSOLIDATION,16.44,0.13,5,583,no,1
27,male,Bachelor,45221,4,OWN,16750,VENTURE,15.33,0.37,10,637,no,0
30,male,Bachelor,116061,5,MORTGAGE,8000,DEBTCONSOLIDATION,6.99,0.07,10,723,no,0
34,male,Bachelor,157078,10,MORTGAGE,5000,HOMEIMPROVEMENT,17.56,0.03,7,634,no,0
29,male,Master,79128,6,MORTGAGE,15000,EDUCATION,11.71,0.19,9,659,yes,0
27,female,High School,42212,3,RENT,5600,DEBTCONSOLIDATION,15.96,0.13,10,653,no,1
26,male,Bachelor,17905,5,RENT,4750,DEBTCONSOLIDATION,10.25,0.27,2,637,no,1
24,female,High School,56493,0,RENT,20000,DEBTCONSOLIDATION,11.7,0.35,3,498,no,1
29,female,Master,97064,7,RENT,35000,DEBTCONSOLIDATION,12.68,0.36,10,680,no,1
23,female,Bachelor,121225,0,MORTGAGE,10000,EDUCATION,12.87,0.08,3,529,yes,0
26,female,High School,114212,3,OWN,2000,VENTURE,5.42,0.02,2,648,yes,0
25,female,Bachelor,36743,0,RENT,12000,DEBTCONSOLIDATION,6.37,0.33,4,695,no,1
30,male,Bachelor,41358,5,RENT,9000,PERSONAL,7.65,0.22,6,675,yes,0
24,female,Bachelor,47380,1,RENT,5000,DEBTCONSOLIDATION,11.14,0.11,3,636,yes,0
25,male,Bachelor,16558,6,RENT,4000,PERSONAL,15.65,0.24,3,573,no,1
32,female,Bachelor,111246,10,MORTGAGE,24625,MEDICAL,14.07,0.22,7,568,no,1
26,female,Associate,97489,3,MORTGAGE,12000,MEDICAL,6.16,0.12,4,675,yes,0
33,female,Master,56139,6,RENT,5600,PERSONAL,15.27,0.1,9,597,yes,0
49,male,High School,44123,26,RENT,4591,VENTURE,12.35,0.1,13,694,yes,0
23,male,Bachelor,41718,0,OWN,10950,EDUCATION,7.29,0.26,2,619,no,0
22,male,Bachelor,126885,0,RENT,6000,VENTURE,9.99,0.05,2,675,no,0
31,male,Master,353463,6,MORTGAGE,11539,VENTURE,9.06,0.03,6,576,no,0
26,female,High School,78931,2,RENT,4023,PERSONAL,6.7,0.05,2,635,yes,0
26,female,Associate,112783,5,MORTGAGE,17500,MEDICAL,7.51,0.16,4,643,no,0
23,male,Bachelor,121274,2,MORTGAGE,16000,PERSONAL,6.17,0.13,2,659,yes,0
24,male,Bachelor,55095,1,RENT,4000,DEBTCONSOLIDATION,15.99,0.07,4,678,no,1
23,male,High School,75652,0,MORTGAGE,11200,VENTURE,7.88,0.15,4,570,yes,0
32,female,Bachelor,130375,13,MORTGAGE,8400,DEBTCONSOLIDATION,15.99,0.06,7,693,no,1
21,female,Master,33155,0,RENT,2500,EDUCATION,5.42,0.08,4,597,yes,0
22,male,Associate,67588,0,MORTGAGE,6500,VENTURE,11.99,0.1,4,660,yes,0
27,female,Associate,38656,4,RENT,7000,PERSONAL,9.88,0.18,9,581,no,0
29,male,Bachelor,56043,9,MORTGAGE,6000,PERSONAL,11.49,0.11,8,654,no,0
29,male,Bachelor,36952,8,MORTGAGE,4000,MEDICAL,11.01,0.11,7,552,no,0
38,female,High School,241072,19,MORTGAGE,20000,MEDICAL,11.48,0.08,11,487,yes,0
24,male,Bachelor,49020,0,RENT,9000,VENTURE,11.99,0.18,4,707,yes,0
29,female,High School,55257,6,RENT,6000,HOMEIMPROVEMENT,5.79,0.11,10,614,no,1
33,female,Bachelor,85628,11,MORTGAGE,1500,MEDICAL,10.65,0.02,5,673,yes,0
23,female,Master,67974,0,RENT,5481,EDUCATION,9.65,0.08,3,627,yes,0
32,male,Bachelor,63339,12,RENT,4200,EDUCATION,13.23,0.07,10,663,yes,0
31,male,High School,49088,8,MORTGAGE,9500,DEBTCONSOLIDATION,16.77,0.19,10,635,no,1
41,male,Bachelor,64179,15,RENT,5609,PERSONAL,11,0.09,13,662,yes,0
28,male,Master,31083,3,RENT,3000,EDUCATION,13.22,0.1,8,673,yes,0
25,female,Bachelor,145200,0,MORTGAGE,10000,EDUCATION,7.76,0.07,3,626,yes,0
35,female,Associate,300639,11,OWN,15000,VENTURE,9.88,0.05,9,633,no,0
42,female,Bachelor,39542,18,MORTGAGE,10000,PERSONAL,10.59,0.25,12,679,no,1
25,female,Bachelor,177226,6,MORTGAGE,28000,VENTURE,10.99,0.16,3,668,no,0
25,male,Bachelor,46683,3,RENT,20000,MEDICAL,11.11,0.43,4,636,no,1
24,female,Master,30898,4,MORTGAGE,5000,VENTURE,5.79,0.16,4,672,yes,0
27,female,Associate,33500,5,RENT,6900,MEDICAL,9.99,0.21,7,616,yes,0
25,male,Bachelor,39111,3,RENT,14850,DEBTCONSOLIDATION,8.9,0.38,4,527,no,1
38,female,High School,116195,16,MORTGAGE,1502,PERSONAL,14.22,0.01,14,658,yes,0
25,male,High School,122590,1,RENT,2000,PERSONAL,7.29,0.02,3,585,yes,0
33,male,Associate,113627,10,RENT,7000,HOMEIMPROVEMENT,11.49,0.06,10,685,no,0
23,female,High School,75529,1,RENT,10000,DEBTCONSOLIDATION,13.8,0.13,4,647,no,0
25,male,Master,166577,3,MORTGAGE,9000,EDUCATION,12.22,0.05,3,683,yes,0
22,male,Bachelor,52099,1,RENT,1500,MEDICAL,17.19,0.03,4,694,no,1
28,male,High School,90980,4,RENT,20000,HOMEIMPROVEMENT,12.03,0.22,8,572,yes,0
25,male,Bachelor,32195,1,RENT,8000,MEDICAL,12.87,0.25,4,520,no,1
26,male,High School,34343,4,OWN,4000,PERSONAL,15.37,0.12,3,660,no,0
21,male,Associate,26071,0,RENT,5000,MEDICAL,20,0.19,2,586,no,1
30,male,Associate,116282,7,RENT,12900,PERSONAL,14.79,0.11,9,595,yes,0
25,female,Bachelor,54837,1,RENT,2000,MEDICAL,8.68,0.04,3,649,yes,0
29,female,Master,121315,7,OWN,10000,HOMEIMPROVEMENT,6.92,0.08,7,674,yes,0
38,female,High School,142830,18,MORTGAGE,11400,DEBTCONSOLIDATION,10.59,0.08,12,546,yes,0
26,male,Bachelor,72725,5,RENT,14000,MEDICAL,12.69,0.19,4,603,yes,0
26,female,High School,76962,2,RENT,1500,VENTURE,7.49,0.02,3,662,yes,0
23,male,High School,61185,1,MORTGAGE,2000,EDUCATION,11.91,0.03,2,676,yes,0
27,male,Master,85316,7,RENT,6475,VENTURE,10.32,0.08,8,517,yes,0
25,female,Bachelor,37336,4,RENT,9950,EDUCATION,8.49,0.27,4,722,no,1
23,male,Associate,51298,3,RENT,8400,MEDICAL,14.3,0.16,5,605,yes,0
24,male,Bachelor,118634,2,RENT,10000,HOMEIMPROVEMENT,7.51,0.08,4,587,no,0
24,female,High School,72962,2,RENT,12000,EDUCATION,10.99,0.16,4,636,no,0
30,female,Associate,223547,6,MORTGAGE,6801,MEDICAL,15.97,0.03,6,491,no,1
32,female,Bachelor,39231,8,RENT,2600,DEBTCONSOLIDATION,11.01,0.07,9,683,no,1
24,male,High School,45293,3,RENT,7000,PERSONAL,9.99,0.15,2,616,yes,0
38,female,High School,215984,11,RENT,21592,VENTURE,11.32,0.1,16,549,no,1
26,male,Associate,15549,6,RENT,4500,DEBTCONSOLIDATION,13.04,0.29,5,601,no,1
23,male,Associate,84509,2,MORTGAGE,1000,PERSONAL,14.11,0.01,3,637,no,0
22,male,Associate,28812,2,RENT,8000,MEDICAL,8.59,0.28,2,650,no,1
33,female,Associate,85334,6,RENT,12000,PERSONAL,15.65,0.14,5,549,no,0
21,male,Associate,79025,2,RENT,10000,EDUCATION,9.99,0.13,2,643,yes,0
25,male,High School,35428,1,MORTGAGE,1000,EDUCATION,5.42,0.03,3,625,no,0
30,female,High School,90935,12,RENT,16000,EDUCATION,8.9,0.18,10,637,yes,0
41,female,Doctorate,120887,18,MORTGAGE,6000,EDUCATION,8.49,0.05,15,701,yes,0
24,male,Master,60977,2,MORTGAGE,6000,HOMEIMPROVEMENT,9.63,0.1,3,646,no,0
22,female,High School,25982,1,RENT,10000,MEDICAL,12.85,0.38,4,651,no,1
32,female,Bachelor,66945,10,RENT,20000,VENTURE,11.83,0.3,7,630,no,1
33,female,Bachelor,91403,10,MORTGAGE,15000,HOMEIMPROVEMENT,12.21,0.16,10,684,yes,0
23,male,Associate,73154,4,RENT,15000,HOMEIMPROVEMENT,14.11,0.21,3,686,no,0
22,female,Bachelor,61230,1,RENT,8000,PERSONAL,12.18,0.13,4,582,no,0
23,female,High School,47788,2,RENT,6000,EDUCATION,15.99,0.13,3,647,no,1
26,female,Bachelor,46770,2,RENT,7000,EDUCATION,7.51,0.15,3,630,no,0
36,female,Associate,71832,13,MORTGAGE,10000,VENTURE,7.51,0.14,15,513,yes,0
32,male,High School,168983,10,MORTGAGE,18000,HOMEIMPROVEMENT,6.17,0.11,5,700,no,0
23,female,Master,91076,0,MORTGAGE,6000,EDUCATION,8,0.07,2,675,no,0
32,male,Associate,61203,8,RENT,3500,PERSONAL,11.01,0.06,6,533,no,0
27,female,Associate,97091,4,RENT,9000,EDUCATION,11.37,0.09,7,705,no,0
23,male,High School,51514,0,RENT,4000,VENTURE,5.79,0.08,4,671,no,0
