person_age,person_gender,person_education,person_income,person_emp_exp,person_home_owner,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
26,male,Master,101786,4,MORTGAGE,2150,HOMEIMPROVEMENT,13.47,0.02,2,610,yes,0
21,female,Bachelor,32394,0,RENT,9450,DEBTCONSOLIDATION,16.77,0.29,2,547,no,1
31,male,High School,93695,10,RENT,10000,EDUCATION,16.49,0.11,7,548,yes,0
26,male,Bachelor,144904,4,MORTGAGE,8444,MEDICAL,6.4,0.06,6,575,yes,0
34,female,Associate,111166,13,MORTGAGE,25000,MEDICAL,15.83,0.22,9,652,no,1
25,female,Associate,66911,1,MORTGAGE,2000,DEBTCONSOLIDATION,13.22,0.03,2,573,no,0
38,female,High School,15187,15,OWN,4800,EDUCATION,7.29,0.32,12,540,no,1
30,male,High School,84906,5,RENT,2000,PERSONAL,10.65,0.02,10,643,yes,0
25,female,Associate,95742,2,RENT,15000,EDUCATION,12.18,0.16,3,675,no,1
23,female,Master,72869,0,RENT,9800,EDUCATION,13.49,0.13,2,707,no,0
31,female,Bachelor,133176,8,RENT,3650,PERSONAL,9.63,0.03,6,659,no,0
26,male,Associate,67550,7,RENT,12000,PERSONAL,12.42,0.18,3,692,no,0
24,female,Associate,84747,5,RENT,8000,DEBTCONSOLIDATION,12.94,0.09,4,588,yes,0
21,female,Master,29771,0,MORTGAGE,5000,EDUCATION,8.7,0.17,2,637,yes,0
23,male,Associate,33227,0,RENT,18000,VENTURE,11.54,0.54,4,679,no,1
23,female,Bachelor,85198,3,MORTGAGE,6000,PERSONAL,7.51,0.07,2,651,yes,0
36,male,Bachelor,17773,13,RENT,4798,PERSONAL,15.16,0.27,15,676,no,1
21,male,Associate,43051,0,MORTGAGE,1500,EDUCATION,9.63,0.03,2,681,no,0
37,male,Master,79248,16,RENT,12000,HOMEIMPROVEMENT,13.98,0.15,12,667,no,0
24,male,Bachelor,48003,1,RENT,8000,HOMEIMPROVEMENT,11.01,0.17,2,629,no,1
24,male,High School,97163,4,MORTGAGE,12000,PERSONAL,13.48,0.12,4,663,no,0
25,male,Bachelor,15255,2,RENT,1000,EDUCATION,10.65,0.07,2,611,no,0
22,male,Associate,56074,0,RENT,12000,VENTURE,12.68,0.21,3,668,no,0
28,male,Associate,81455,6,RENT,5000,MEDICAL,12.22,0.06,9,644,yes,0
23,male,High School,70650,2,RENT,12800,EDUCATION,12.42,0.18,4,578,yes,0
32,male,Doctorate,44246,7,RENT,12200,MEDICAL,10.25,0.28,6,704,no,1
37,female,Associate,48858,19,RENT,3000,VENTURE,11.71,0.06,15,692,yes,0
32,male,Associate,62129,9,RENT,15000,DEBTCONSOLIDATION,11.45,0.24,9,664,no,0
26,female,Associate,91045,2,MORTGAGE,29700,HOMEIMPROVEMENT,12.99,0.33,4,623,yes,0
28,male,Bachelor,105184,4,MORTGAGE,20000,PERSONAL,11.51,0.19,5,655,no,1
27,male,High School,56087,6,RENT,7500,MEDICAL,13.49,0.13,5,569,yes,0
23,male,Bachelor,36646,0,RENT,3600,VENTURE,6.48,0.1,3,561,yes,0
34,male,High School,84657,10,MORTGAGE,15000,HOMEIMPROVEMENT,11.01,0.18,6,625,yes,0
33,female,Associate,81355,9,MORTGAGE,25000,DEBTCONSOLIDATION,10.99,0.31,6,633,no,0
24,male,High School,87419,0,RENT,3000,PERSONAL,11.98,0.03,3,606,yes,0
29,male,Associate,51606,7,RENT,10000,MEDICAL,11.01,0.19,8,614,yes,0
26,male,Master,217024,1,MORTGAGE,12000,VENTURE,9.63,0.06,4,637,yes,0
25,female,Bachelor,38570,2,RENT,1500,VENTURE,11.12,0.04,2,592,no,0
22,female,Bachelor,45478,0,MORTGAGE,2500,MEDICAL,10.37,0.05,4,633,no,0
25,male,Bachelor,119053,4,RENT,16525,PERSONAL,15.28,0.14,3,655,no,0
24,female,High School,70014,1,MORTGAGE,3300,HOMEIMPROVEMENT,5.42,0.05,4,662,no,0
22,male,Bachelor,65701,2,MORTGAGE,15000,MEDICAL,11.99,0.23,2,597,yes,0
29,male,High School,99651,5,MORTGAGE,19450,VENTURE,9.91,0.2,10,648,yes,0
25,female,High School,63303,2,RENT,2448,DEBTCONSOLIDATION,9.35,0.04,4,681,yes,0
24,female,Bachelor,54859,5,RENT,6000,MEDICAL,7.49,0.11,3,565,yes,0
24,male,High School,84832,2,OTHER,9000,PERSONAL,11.83,0.11,3,623,yes,0
24,female,Master,90149,1,RENT,16000,PERSONAL,11.86,0.18,3,636,yes,0
23,female,High School,83592,2,MORTGAGE,15000,EDUCATION,10.73,0.18,3,661,yes,0
22,female,Bachelor,49120,2,MORTGAGE,9922,DEBTCONSOLIDATION,7.75,0.2,4,542,yes,0
22,female,Master,109090,1,MORTGAGE,16000,EDUCATION,6.03,0.15,4,619,yes,0
30,male,Associate,49871,6,RENT,14500,VENTURE,13.23,0.29,10,682,no,1
27,female,Associate,89468,5,RENT,12000,VENTURE,14.08,0.13,7,609,yes,0
23,male,High School,108909,1,RENT,10000,VENTURE,7.51,0.09,2,682,no,0
26,female,High School,60871,6,OWN,1800,HOMEIMPROVEMENT,11.49,0.03,4,543,yes,0
25,female,Master,55820,5,MORTGAGE,13000,MEDICAL,12.99,0.23,4,672,no,0
22,male,Master,46281,0,MORTGAGE,13500,PERSONAL,11.83,0.29,4,654,no,0
32,male,High School,27428,12,RENT,10000,MEDICAL,18.39,0.36,6,651,no,1
25,female,Bachelor,69355,6,MORTGAGE,25000,PERSONAL,7.51,0.36,3,705,yes,0
24,male,High School,110607,1,MORTGAGE,1000,HOMEIMPROVEMENT,7.68,0.01,3,642,yes,0
26,male,Associate,65759,4,MORTGAGE,10800,PERSONAL,7.88,0.16,3,691,yes,0
25,female,Bachelor,42909,4,RENT,4000,MEDICAL,15.7,0.09,4,703,no,1
33,female,Bachelor,99647,13,RENT,5000,HOMEIMPROVEMENT,7.51,0.05,5,632,yes,0
22,male,High School,60358,0,RENT,9000,PERSONAL,14.35,0.15,4,586,no,0
24,male,Bachelor,72807,1,MORTGAGE,8500,VENTURE,10.59,0.12,3,618,yes,0
31,male,High School,103125,12,RENT,25000,PERSONAL,11.89,0.24,6,634,yes,0
40,male,High School,144908,17,RENT,12000,MEDICAL,5.81,0.08,12,569,yes,0
28,male,Associate,81379,5,RENT,5000,MEDICAL,14.26,0.06,6,623,no,0
26,female,Master,33026,3,RENT,2338,HOMEIMPROVEMENT,7.09,0.07,6,571,no,1
25,female,High School,35776,5,RENT,6000,MEDICAL,13.49,0.17,3,635,no,1
24,female,High School,34086,1,MORTGAGE,2000,PERSONAL,14.27,0.06,2,622,yes,0
23,male,Associate,54805,1,RENT,10333,VENTURE,11.92,0.19,5,674,no,0
22,male,Master,51478,2,RENT,6000,EDUCATION,11.01,0.12,3,669,yes,0
23,male,Associate,81557,0,RENT,3000,MEDICAL,10.99,0.04,2,657,yes,0
28,male,High School,19363,5,RENT,4800,MEDICAL,10.99,0.25,8,631,no,1
24,female,Bachelor,40032,5,RENT,4000,DEBTCONSOLIDATION,11.19,0.1,2,575,yes,0
40,female,Associate,40008,17,RENT,10000,DEBTCONSOLIDATION,10,0.25,14,701,no,1
27,female,Bachelor,138778,4,MORTGAGE,5000,VENTURE,11.01,0.04,5,689,yes,0
26,female,Master,64657,1,OWN,2500,HOMEIMPROVEMENT,9.91,0.04,2,647,no,0
25,male,Bachelor,30362,2,OWN,11743,VENTURE,9.4,0.39,4,608,yes,0
29,female,High School,76648,3,RENT,6000,PERSONAL,7.51,0.08,7,662,yes,0
37,male,Master,152010,15,MORTGAGE,6528,PERSONAL,13.48,0.04,9,737,no,0
33,male,Master,67209,7,MORTGAGE,3500,HOMEIMPROVEMENT,10.65,0.05,5,650,yes,0
23,female,High School,79266,1,MORTGAGE,7425,DEBTCONSOLIDATION,6.03,0.09,4,649,yes,0
30,male,Bachelor,143938,8,MORTGAGE,25000,PERSONAL,12.73,0.17,8,696,yes,0
32,male,Associate,84704,6,MORTGAGE,4503,PERSONAL,8.07,0.05,8,612,no,0
28,female,Master,125954,3,MORTGAGE,35000,VENTURE,10.44,0.28,10,597,no,0
27,male,Bachelor,68978,7,RENT,12000,MEDICAL,15.86,0.17,7,589,no,1
22,female,Master,77488,0,MORTGAGE,7000,EDUCATION,11.01,0.09,2,625,yes,0
22,female,Associate,91732,0,MORTGAGE,6700,VENTURE,11.83,0.07,2,602,yes,0
22,male,Associate,63456,1,MORTGAGE,18000,EDUCATION,10.36,0.28,4,619,no,0
24,male,Bachelor,64536,3,RENT,8997,VENTURE,11.95,0.14,3,592,yes,0
26,female,Bachelor,18914,3,RENT,3000,EDUCATION,11.12,0.16,6,620,no,1
25,female,High School,76644,1,MORTGAGE,3000,EDUCATION,13.47,0.04,2,666,yes,0
33,male,Bachelor,72971,10,MORTGAGE,4000,EDUCATION,6.54,0.05,9,666,no,0
22,female,Associate,34637,0,RENT,1000,PERSONAL,10.25,0.03,3,582,no,1
24,male,Master,33160,6,MORTGAGE,1000,MEDICAL,12.53,0.03,2,670,no,0
26,female,Bachelor,19487,0,RENT,5000,DEBTCONSOLIDATION,5.99,0.26,3,622,no,1
24,male,Associate,84657,2,MORTGAGE,12000,DEBTCONSOLIDATION,11.36,0.14,4,680,no,0
27,female,Bachelor,139040,5,MORTGAGE,9600,MEDICAL,12.87,0.07,9,623,yes,0
24,female,High School,70497,1,RENT,5000,PERSONAL,10.94,0.07,4,639,yes,0
28,male,Associate,99570,5,MORTGAGE,15000,VENTURE,12.98,0.15,8,694,yes,0
26,female,High School,44258,3,RENT,15000,PERSONAL,7.66,0.34,3,613,no,1
39,male,High School,390999,18,MORTGAGE,18000,PERSONAL,14.96,0.05,14,663,yes,0
26,male,Associate,48887,4,RENT,12000,MEDICAL,10.3,0.25,3,685,yes,0
22,male,High School,105343,2,MORTGAGE,1561,PERSONAL,10.15,0.01,4,567,yes,0
33,female,High School,78937,6,RENT,6000,MEDICAL,7.47,0.08,6,589,yes,0
26,male,High School,97955,4,RENT,16000,HOMEIMPROVEMENT,13.85,0.16,2,604,yes,0
29,male,Doctorate,151346,5,MORTGAGE,25000,PERSONAL,11.44,0.17,4,572,yes,0
30,female,Associate,145100,7,OWN,10000,VENTURE,13.06,0.07,8,499,yes,0
24,female,Associate,48911,3,RENT,3500,VENTURE,11.01,0.07,2,664,yes,0
32,female,High School,95895,7,MORTGAGE,24000,MEDICAL,18.62,0.25,8,555,no,1
27,male,Master,45268,4,RENT,4881,HOMEIMPROVEMENT,15.44,0.11,5,652,no,1
27,male,Associate,87380,3,RENT,20000,HOMEIMPROVEMENT,13.22,0.23,9,598,no,1
23,male,High School,70835,3,MORTGAGE,7200,MEDICAL,11.97,0.1,2,633,no,1
33,male,Associate,91273,9,MORTGAGE,25000,MEDICAL,10.65,0.27,7,600,yes,0
37,female,High School,58416,14,RENT,7500,MEDICAL,16.29,0.13,14,641,yes,0
26,male,Master,126592,3,MORTGAGE,9500,DEBTCONSOLIDATION,9.32,0.08,3,585,yes,0
25,female,High School,81112,0,RENT,7000,EDUCATION,8.94,0.09,4,672,no,0
33,male,Associate,68778,11,RENT,3000,HOMEIMPROVEMENT,11.71,0.04,9,659,yes,0
28,male,High School,85215,3,RENT,25000,EDUCATION,12.04,0.29,7,633,no,1
33,female,High School,41577,8,RENT,17000,EDUCATION,11.48,0.41,9,618,no,1
31,female,Associate,67027,5,RENT,5000,PERSONAL,7.84,0.07,9,573,no,0
22,male,High School,43124,0,MORTGAGE,3600,DEBTCONSOLIDATION,15.7,0.08,4,663,no,1
25,female,Master,164197,2,MORTGAGE,8000,EDUCATION,10.91,0.05,3,584,yes,0
35,male,High School,110231,13,OWN,10000,MEDICAL,8.59,0.09,8,664,yes,0
23,male,Bachelor,35492,0,OWN,3000,PERSONAL,11.11,0.08,4,654,yes,0
32,male,Associate,48934,7,MORTGAGE,16000,MEDICAL,5.99,0.33,9,646,yes,0
34,male,High School,72769,10,MORTGAGE,14000,EDUCATION,12.84,0.19,5,577,yes,0
25,female,Bachelor,39541,0,RENT,8000,DEBTCONSOLIDATION,10.62,0.2,3,652,yes,0
25,female,Bachelor,58621,2,MORTGAGE,4500,HOMEIMPROVEMENT,5.42,0.08,2,587,yes,0
21,male,Bachelor,51315,0,RENT,5000,PERSONAL,11.01,0.1,4,696,no,1
23,female,Bachelor,72644,0,RENT,8000,EDUCATION,9.74,0.11,4,710,yes,0
23,male,Bachelor,109167,0,RENT,25000,DEBTCONSOLIDATION,11.36,0.23,3,678,no,0
48,male,High School,60864,25,OTHER,10400,MEDICAL,11.58,0.17,11,609,yes,0
30,male,Bachelor,87415,8,MORTGAGE,12000,PERSONAL,10.95,0.14,5,719,no,0
27,female,Master,45610,3,RENT,7900,EDUCATION,11.11,0.17,7,550,yes,0
23,male,Master,103103,1,RENT,10000,EDUCATION,6.17,0.1,3,727,no,0
23,female,Associate,49688,1,RENT,5500,EDUCATION,12.73,0.11,4,589,no,0
42,female,High School,83295,18,RENT,24250,MEDICAL,15.58,0.29,14,601,no,1
28,male,Master,67123,8,OWN,20000,VENTURE,7.49,0.3,6,676,no,0
32,female,Master,118539,8,MORTGAGE,6000,VENTURE,8.88,0.05,9,634,yes,0
24,male,High School,102877,3,RENT,6000,MEDICAL,6.03,0.06,3,561,yes,0
25,female,High School,144931,3,MORTGAGE,10000,MEDICAL,5.88,0.07,4,545,yes,0
28,female,Bachelor,31023,3,RENT,5000,EDUCATION,7.51,0.16,8,715,no,0
25,female,High School,103194,4,RENT,5750,EDUCATION,7.29,0.06,4,583,yes,0
37,female,High School,66042,14,MORTGAGE,8000,HOMEIMPROVEMENT,11.01,0.12,15,611,yes,0
23,male,Master,24035,3,MORTGAGE,3000,DEBTCONSOLIDATION,11.01,0.12,3,658,no,1
30,male,Associate,85117,6,MORTGAGE,15000,HOMEIMPROVEMENT,12.73,0.18,6,675,yes,0
23,male,Master,85404,1,RENT,12000,EDUCATION,7.71,0.14,3,635,no,0
27,female,Associate,96955,4,RENT,7500,DEBTCONSOLIDATION,12.18,0.08,5,567,yes,0
23,male,Bachelor,29592,5,RENT,8000,PERSONAL,7.29,0.27,2,619,no,1
30,female,Bachelor,46645,10,RENT,15050,MEDICAL,9.99,0.32,7,647,no,1
30,female,Bachelor,121611,6,RENT,20000,DEBTCONSOLIDATION,17.9,0.16,7,549,no,1
27,female,Associate,44310,5,MORTGAGE,12500,HOMEIMPROVEMENT,6.03,0.28,7,617,no,1
32,female,Bachelor,63579,9,MORTGAGE,2514,HOMEIMPROVEMENT,9.05,0.04,10,665,yes,0
23,male,Associate,78665,1,RENT,7000,MEDICAL,11.86,0.09,3,605,no,0
22,female,Master,42734,0,RENT,15000,VENTURE,14.27,0.35,3,692,no,1
28,female,High School,66959,5,OWN,18000,PERSONAL,7.9,0.27,6,587,yes,0
36,male,High School,38301,15,RENT,8000,MEDICAL,14.11,0.21,12,653,no,1
26,male,Master,33481,0,RENT,1525,MEDICAL,15.23,0.05,3,645,yes,0
26,female,High School,47738,2,RENT,8000,DEBTCONSOLIDATION,12.32,0.17,4,624,no,1
27,male,Associate,99690,5,MORTGAGE,3288,VENTURE,6.79,0.03,4,610,no,0
23,male,Associate,55073,0,RENT,13500,EDUCATION,7.88,0.25,3,631,yes,0
23,male,Associate,120680,0,MORTGAGE,8000,MEDICAL,7.37,0.07,4,573,yes,0
27,male,High School,170127,4,MORTGAGE,6450,VENTURE,5.99,0.04,6,661,no,0
29,female,High School,43016,10,RENT,10431,MEDICAL,13.24,0.24,7,642,no,0
27,male,Bachelor,51059,7,RENT,3000,DEBTCONSOLIDATION,11.01,0.06,7,732,yes,0
23,female,Bachelor,22541,0,RENT,4000,DEBTCONSOLIDATION,10.99,0.18,3,604,no,1
25,male,Bachelor,53938,3,RENT,8500,MEDICAL,14.27,0.16,4,659,no,1
24,female,High School,45476,0,RENT,6000,MEDICAL,6.76,0.13,4,621,yes,0
26,female,High School,120845,1,MORTGAGE,17000,DEBTCONSOLIDATION,13.61,0.14,3,657,yes,0
34,male,Master,29908,7,MORTGAGE,2000,MEDICAL,9.2,0.07,7,630,yes,0
24,male,Bachelor,102877,4,MORTGAGE,27072,MEDICAL,11.76,0.26,3,679,yes,0
23,male,Bachelor,29820,1,OWN,2500,MEDICAL,10.96,0.08,2,639,yes,0
23,female,Bachelor,18776,3,RENT,1400,DEBTCONSOLIDATION,15.62,0.07,3,558,no,1
23,male,Associate,25168,0,MORTGAGE,6400,MEDICAL,10.65,0.25,4,638,no,0
25,male,High School,43979,1,OWN,5500,PERSONAL,14.86,0.13,4,615,no,0
33,female,Associate,77890,11,MORTGAGE,15000,HOMEIMPROVEMENT,10.27,0.19,8,640,yes,0
22,female,Associate,63720,0,MORTGAGE,8000,VENTURE,15.23,0.13,4,555,yes,0
23,female,Associate,48242,5,MORTGAGE,2800,EDUCATION,12.87,0.06,4,657,no,1
25,female,High School,79012,4,RENT,4800,HOMEIMPROVEMENT,13.49,0.06,3,667,yes,0
25,female,Associate,84972,4,MORTGAGE,4800,VENTURE,6.99,0.06,4,668,no,0
27,female,Associate,85004,5,MORTGAGE,5600,PERSONAL,5.42,0.07,7,675,yes,0
24,male,Master,78978,4,RENT,3600,HOMEIMPROVEMENT,10.61,0.05,2,697,yes,0
32,male,Bachelor,361150,8,MORTGAGE,24000,MEDICAL,12.87,0.07,10,681,no,0
23,male,Associate,89735,2,RENT,24000,DEBTCONSOLIDATION,10.99,0.27,2,689,no,1
24,female,Associate,32598,4,RENT,7850,MEDICAL,9.96,0.24,2,667,no,0
22,female,Master,49435,0,RENT,4000,PERSONAL,11.56,0.08,4,587,yes,0
24,male,Master,40517,0,RENT,4000,DEBTCONSOLIDATION,11.35,0.1,3,686,yes,0
27,female,Bachelor,60684,5,MORTGAGE,8000,VENTURE,6.75,0.13,5,701,no,0
27,male,Associate,65891,6,MORTGAGE,4000,MEDICAL,11.01,0.06,8,589,yes,0
27,male,Associate,72946,8,RENT,2400,VENTURE,7.49,0.03,6,650,yes,0
22,male,Master,66071,0,RENT,19000,VENTURE,11.01,0.29,4,664,no,1
32,female,High School,32085,8,RENT,6636,MEDICAL,11,0.21,8,593,yes,0
30,male,Bachelor,85103,7,MORTGAGE,6000,MEDICAL,11.01,0.07,7,724,yes,0
31,male,Associate,92193,9,RENT,6000,HOMEIMPROVEMENT,7.49,0.07,5,632,yes,0
25,female,Associate,65581,1,MORTGAGE,8000,VENTURE,6.92,0.12,4,666,yes,0
23,female,Bachelor,111440,0,RENT,4000,EDUCATION,5.42,0.04,2,673,yes,0
22,male,Bachelor,127280,0,MORTGAGE,7500,EDUCATION,11.01,0.06,2,598,yes,0
27,male,High School,108957,3,MORTGAGE,20000,EDUCATION,11.01,0.18,6,611,yes,0
43,male,Doctorate,38812,16,RENT,8746,MEDICAL,15.62,0.23,9,722,no,1
29,female,Master,193120,2,OWN,10000,HOMEIMPROVEMENT,11.86,0.05,7,659,yes,0
22,female,High School,36866,0,RENT,9113,MEDICAL,10.1,0.25,4,582,no,1
37,male,High School,210982,16,MORTGAGE,21000,DEBTCONSOLIDATION,10.09,0.1,14,610,no,0
21,male,Master,9605,0,RENT,2522,MEDICAL,12.7,0.26,3,705,no,1
28,female,Bachelor,67134,4,RENT,3200,DEBTCONSOLIDATION,9.91,0.05,5,650,yes,0
29,female,Bachelor,69230,6,RENT,18000,DEBTCONSOLIDATION,11.01,0.26,8,638,no,1
21,female,Bachelor,10606,0,RENT,2800,DEBTCONSOLIDATION,7.4,0.26,2,627,no,1
34,male,Bachelor,66746,8,MORTGAGE,7000,EDUCATION,13.49,0.1,10,679,no,0
32,female,Master,23740,9,RENT,8325,VENTURE,6.62,0.35,10,629,no,1
34,male,High School,96960,10,MORTGAGE,12000,HOMEIMPROVEMENT,11.01,0.12,10,664,yes,0
30,female,Bachelor,65988,10,MORTGAGE,5000,MEDICAL,7.83,0.08,5,638,yes,0
38,female,High School,101854,14,MORTGAGE,15000,VENTURE,9.63,0.15,16,656,yes,0
27,male,Master,47545,2,RENT,3000,DEBTCONSOLIDATION,11.48,0.06,9,677,yes,0
26,male,Associate,55765,0,RENT,18212,DEBTCONSOLIDATION,12.99,0.33,5,592,no,1
26,female,Bachelor,241228,8,MORTGAGE,2786,DEBTCONSOLIDATION,13.79,0.01,3,661,no,0
27,male,Associate,45646,4,MORTGAGE,8800,DEBTCONSOLIDATION,11.48,0.19,6,633,no,0
22,female,Bachelor,35537,0,RENT,3000,VENTURE,10.84,0.08,3,697,yes,0
33,female,Master,207498,11,MORTGAGE,16000,EDUCATION,9.63,0.08,8,573,no,0
27,male,Associate,133500,6,MORTGAGE,3600,HOMEIMPROVEMENT,6.03,0.03,5,691,no,0
25,male,High School,103307,0,MORTGAGE,10095,VENTURE,13.03,0.1,5,620,no,0
35,female,Bachelor,97060,11,RENT,7050,EDUCATION,8.88,0.07,10,647,yes,0
27,female,High School,55051,4,RENT,3600,VENTURE,12.42,0.07,8,455,yes,0
23,male,High School,88355,0,MORTGAGE,12000,EDUCATION,16.37,0.14,3,481,yes,0
23,female,Bachelor,58962,0,OWN,2500,MEDICAL,5.42,0.04,3,694,no,0
26,male,High School,144953,3,MORTGAGE,10000,EDUCATION,5.42,0.07,4,504,yes,0
22,male,High School,56215,0,RENT,6200,DEBTCONSOLIDATION,11.01,0.11,4,642,no,1
26,male,High School,89371,2,MORTGAGE,1200,HOMEIMPROVEMENT,13.22,0.01,4,577,no,0
28,female,Associate,52521,7,RENT,8000,PERSONAL,6.03,0.15,9,650,yes,0
27,female,Associate,42824,5,RENT,8000,MEDICAL,12.21,0.19,6,533,yes,0
23,female,High School,41463,1,RENT,10750,DEBTCONSOLIDATION,11.01,0.26,3,627,no,1
27,male,Master,31184,5,OWN,8000,EDUCATION,9.52,0.26,6,675,yes,0
25,female,Master,90903,0,MORTGAGE,15000,DEBTCONSOLIDATION,9.63,0.17,3,640,yes,0
26,female,Bachelor,207497,7,RENT,12000,EDUCATION,11.49,0.06,4,659,yes,0
24,female,Associate,10721,6,RENT,1000,EDUCATION,11.36,0.09,4,630,no,0
36,male,Bachelor,166521,13,MORTGAGE,10000,VENTURE,13.98,0.06,15,597,yes,0
26,female,Associate,361076,1,MORTGAGE,7800,MEDICAL,13.49,0.02,4,669,no,0
22,male,Master,29754,0,RENT,4800,EDUCATION,7.49,0.16,2,598,no,0
25,male,Associate,67426,1,MORTGAGE,3000,VENTURE,11.14,0.04,7,610,yes,0
32,male,Bachelor,114871,13,RENT,4000,HOMEIMPROVEMENT,7.49,0.03,8,685,yes,0
23,male,High School,100732,0,MORTGAGE,12000,HOMEIMPROVEMENT,9.76,0.12,2,530,no,1
27,male,Bachelor,163587,8,MORTGAGE,5000,VENTURE,8.43,0.03,8,679,no,0
27,female,Associate,79127,6,MORTGAGE,3000,PERSONAL,7.51,0.04,8,610,yes,0
26,male,Bachelor,78858,3,RENT,6000,EDUCATION,16.49,0.08,2,694,no,0
25,female,High School,145342,1,MORTGAGE,20000,HOMEIMPROVEMENT,11.14,0.14,4,613,yes,0
25,female,Bachelor,84995,0,MORTGAGE,15600,DEBTCONSOLIDATION,11.71,0.18,3,579,no,0
26,male,Bachelor,100866,6,RENT,5450,EDUCATION,7.9,0.05,4,577,yes,0
21,male,High School,18221,0,RENT,1000,VENTURE,16.29,0.05,4,559,no,1
21,female,Bachelor,51356,0,RENT,11200,VENTURE,16.77,0.22,4,686,no,0
28,female,High School,68672,2,RENT,5600,DEBTCONSOLIDATION,10.37,0.08,6,651,yes,0
22,female,High School,18817,0,RENT,6000,MEDICAL,6.03,0.32,3,621,no,1
48,male,Associate,72975,24,MORTGAGE,2500,VENTURE,7.29,0.03,13,701,no,0
22,male,High School,58683,2,RENT,14000,PERSONAL,13.92,0.24,3,631,no,1
24,female,Associate,81570,0,RENT,3000,DEBTCONSOLIDATION,10.02,0.04,3,598,yes,0
23,male,Associate,64305,2,RENT,4500,EDUCATION,6.76,0.07,4,661,yes,0
28,male,Master,62082,3,RENT,16000,EDUCATION,16.32,0.26,9,536,no,1
