person_age,person_gender,person_education,person_income,person_emp_exp,person_home_owner,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
24,female,Bachelor,144882,2,RENT,24000,VENTURE,12.69,0.17,4,646,yes,0
24,female,High School,104602,1,RENT,9000,HOMEIMPROVEMENT,12.69,0.09,2,657,no,0
30,female,Doctorate,100480,4,MORTGAGE,18000,DEBTCONSOLIDATION,10.48,0.18,7,658,yes,0
26,male,Associate,73166,3,MORTGAGE,5000,VENTURE,7.17,0.07,2,629,no,0
26,male,Doctorate,68340,3,RENT,10000,DEBTCONSOLIDATION,12.69,0.15,4,663,no,1
25,female,Associate,80364,4,RENT,25000,EDUCATION,14.49,0.31,2,622,no,1
26,male,Bachelor,130495,0,RENT,7622,PERSONAL,15.58,0.06,5,609,no,1
34,male,Bachelor,97285,9,RENT,30000,DEBTCONSOLIDATION,6.62,0.31,5,661,no,1
25,male,High School,51350,7,RENT,6600,MEDICAL,10.65,0.13,4,640,yes,0
22,female,Bachelor,22628,2,OWN,5400,EDUCATION,15.31,0.24,4,678,no,1
32,male,Associate,68325,11,MORTGAGE,15000,EDUCATION,7.39,0.22,10,646,no,0
28,male,Associate,120713,5,MORTGAGE,13500,PERSONAL,9.38,0.11,9,626,no,0
28,male,High School,136853,6,MORTGAGE,18000,VENTURE,12.99,0.13,6,665,no,0
22,male,Bachelor,105850,0,MORTGAGE,11200,PERSONAL,8.49,0.11,4,689,yes,0
30,female,Bachelor,65786,5,MORTGAGE,10000,HOMEIMPROVEMENT,7.36,0.15,10,652,yes,0
22,female,Bachelor,51466,2,RENT,2000,EDUCATION,10.36,0.04,4,668,yes,0
28,female,High School,65783,3,MORTGAGE,6000,MEDICAL,15.23,0.09,8,534,no,1
27,male,High School,129203,4,MORTGAGE,35000,VENTURE,9.63,0.27,7,680,no,0
25,female,High School,91042,5,RENT,10000,PERSONAL,7.49,0.11,3,675,yes,0
30,male,Bachelor,31997,9,RENT,9250,EDUCATION,11.01,0.29,5,684,no,1
24,female,High School,95550,5,RENT,35000,MEDICAL,11.11,0.37,4,585,no,1
24,male,Bachelor,54961,1,RENT,7800,PERSONAL,7.51,0.14,2,617,no,0
41,male,Associate,80193,17,RENT,6000,EDUCATION,10.47,0.07,13,625,no,0
34,female,Master,72968,9,RENT,10000,MEDICAL,13.57,0.14,6,669,yes,0
27,female,Bachelor,113052,6,RENT,8000,MEDICAL,11.01,0.07,7,675,no,0
25,male,Bachelor,36983,3,RENT,1500,EDUCATION,16.82,0.04,3,652,no,1
23,male,Bachelor,49086,0,RENT,2000,PERSONAL,11.01,0.04,2,641,no,0
25,female,Master,271040,1,RENT,12000,EDUCATION,16.49,0.04,2,651,no,0
32,female,Bachelor,121714,9,RENT,20000,PERSONAL,9.88,0.16,8,537,yes,0
25,male,Bachelor,53885,2,RENT,10000,PERSONAL,12.86,0.19,3,596,yes,0
22,male,Master,43867,0,RENT,2406,HOMEIMPROVEMENT,11.27,0.05,3,699,no,1
23,female,Bachelor,26869,0,RENT,5264,PERSONAL,12.14,0.2,3,676,no,1
26,male,High School,34199,6,RENT,4087,MEDICAL,13.76,0.12,6,571,yes,0
25,male,Associate,79501,0,RENT,4000,VENTURE,12.23,0.05,4,632,yes,0
28,female,Master,39678,2,RENT,8575,DEBTCONSOLIDATION,17.24,0.22,7,644,no,1
27,male,Associate,107685,9,MORTGAGE,2800,EDUCATION,14.96,0.03,10,706,no,0
24,female,Bachelor,180986,1,MORTGAGE,25000,DEBTCONSOLIDATION,11.98,0.14,3,671,no,0
23,male,High School,29806,2,RENT,2800,DEBTCONSOLIDATION,11.01,0.09,2,547,yes,0
40,female,Bachelor,84884,16,MORTGAGE,12000,HOMEIMPROVEMENT,5.79,0.14,14,662,no,0
25,female,Bachelor,118711,1,MORTGAGE,4939,DEBTCONSOLIDATION,12.87,0.04,4,578,no,1
21,female,Bachelor,42441,0,RENT,2300,EDUCATION,6.76,0.05,2,600,yes,0
22,female,Master,58839,0,MORTGAGE,15000,VENTURE,6.17,0.25,4,624,yes,0
32,male,Master,79240,10,MORTGAGE,5500,DEBTCONSOLIDATION,7.51,0.07,7,651,no,0
25,female,Bachelor,96961,1,RENT,11200,MEDICAL,11.01,0.12,2,630,yes,0
22,male,High School,41860,1,OWN,10000,VENTURE,14.96,0.24,3,644,no,0
44,female,High School,81365,22,RENT,10000,DEBTCONSOLIDATION,11.66,0.12,15,724,no,0
29,female,Bachelor,160923,4,MORTGAGE,8263,MEDICAL,12.08,0.05,5,575,yes,0
23,male,Bachelor,61669,1,RENT,1800,VENTURE,16.02,0.03,2,653,yes,0
29,female,Associate,73007,8,RENT,6000,HOMEIMPROVEMENT,14.79,0.08,9,672,yes,0
24,male,Bachelor,21627,0,MORTGAGE,3900,DEBTCONSOLIDATION,11.01,0.18,3,636,no,1
27,male,Associate,121113,4,MORTGAGE,12000,HOMEIMPROVEMENT,6.03,0.1,6,579,yes,0
31,male,Bachelor,119966,6,RENT,5675,HOMEIMPROVEMENT,13.23,0.05,8,616,yes,0
23,male,High School,40011,2,RENT,10000,PERSONAL,11.14,0.25,3,509,no,1
23,male,Master,108836,0,RENT,20000,MEDICAL,11.49,0.18,4,560,yes,0
23,female,Bachelor,53948,2,RENT,3000,MEDICAL,11.49,0.06,2,557,yes,0
45,female,Master,143412,24,MORTGAGE,20000,VENTURE,11.01,0.14,15,732,yes,0
35,male,Bachelor,49977,12,RENT,20500,EDUCATION,12.53,0.41,6,706,no,1
22,male,High School,51465,0,RENT,12854,MEDICAL,15.24,0.25,3,556,no,1
25,female,Bachelor,88633,0,MORTGAGE,20000,PERSONAL,13.12,0.23,4,655,no,1
26,female,Bachelor,51352,2,MORTGAGE,18000,DEBTCONSOLIDATION,13.22,0.35,3,612,no,1
26,male,Master,175732,2,MORTGAGE,20000,EDUCATION,11.01,0.11,2,561,yes,0
23,female,Associate,166745,0,MORTGAGE,2700,VENTURE,11.86,0.02,4,680,no,0
28,male,Associate,61172,8,RENT,8469,VENTURE,12.45,0.14,8,656,yes,0
31,female,Associate,99108,8,MORTGAGE,4000,HOMEIMPROVEMENT,13.57,0.04,7,642,yes,0
26,female,Bachelor,49146,3,RENT,12000,MEDICAL,7.88,0.24,2,522,yes,0
29,male,Master,48800,8,RENT,7000,VENTURE,7.14,0.14,5,631,yes,0
43,female,Master,60747,18,MORTGAGE,16000,PERSONAL,13.49,0.26,13,706,yes,0
31,male,Bachelor,24899,10,OWN,5000,VENTURE,11.83,0.2,7,619,no,0
23,male,Master,72891,4,RENT,11200,EDUCATION,10.78,0.15,3,655,yes,0
34,female,Doctorate,55108,12,RENT,5487,EDUCATION,7.72,0.1,7,657,yes,0
27,female,Bachelor,111645,0,MORTGAGE,17500,HOMEIMPROVEMENT,17.93,0.16,5,593,no,0
28,male,High School,73039,5,RENT,4600,DEBTCONSOLIDATION,7.88,0.06,8,620,no,0
26,female,Associate,49090,4,MORTGAGE,10750,VENTURE,12.84,0.22,4,619,yes,0
41,female,Master,62230,17,MORTGAGE,14500,HOMEIMPROVEMENT,8.94,0.23,11,637,yes,0
30,female,Associate,216924,11,RENT,20000,EDUCATION,14.22,0.09,10,701,no,0
23,female,Associate,33010,1,RENT,2800,EDUCATION,12.29,0.08,3,566,no,0
29,male,Associate,69957,7,RENT,6000,EDUCATION,9.91,0.09,5,679,yes,0
31,female,Associate,56589,8,MORTGAGE,8000,EDUCATION,13.49,0.14,5,602,no,1
23,female,Master,36959,1,RENT,8999,MEDICAL,10.96,0.24,4,651,no,0
25,female,Bachelor,50400,3,RENT,3000,VENTURE,12.36,0.06,4,661,yes,0
23,female,Associate,24038,3,RENT,8000,PERSONAL,15.35,0.33,4,673,no,1
24,female,Bachelor,35413,0,RENT,2400,HOMEIMPROVEMENT,14.26,0.07,4,666,no,1
27,female,Associate,49135,7,RENT,3000,PERSONAL,7.05,0.06,8,639,yes,0
21,female,Master,46751,3,RENT,3000,DEBTCONSOLIDATION,7.05,0.06,4,649,no,0
23,male,Bachelor,66644,5,RENT,19158,DEBTCONSOLIDATION,14.35,0.29,4,675,no,1
25,male,Master,63747,1,RENT,8000,MEDICAL,10.37,0.13,2,622,yes,0
25,male,High School,53946,3,RENT,9000,MEDICAL,8.94,0.17,3,512,yes,0
22,female,Associate,71245,1,MORTGAGE,12000,EDUCATION,6.03,0.17,4,579,yes,0
23,male,Bachelor,127186,0,MORTGAGE,12000,VENTURE,11.36,0.09,2,690,yes,0
32,male,Associate,134038,12,MORTGAGE,10400,MEDICAL,9.91,0.08,6,687,yes,0
23,male,Bachelor,118603,1,MORTGAGE,9400,EDUCATION,6.62,0.08,3,647,yes,0
25,male,Associate,87181,6,OWN,16000,VENTURE,11.97,0.18,4,613,no,0
33,male,Master,115845,12,RENT,4281,DEBTCONSOLIDATION,16.94,0.04,9,635,no,1
28,female,Master,96393,8,RENT,15000,DEBTCONSOLIDATION,11.48,0.16,5,584,no,0
22,female,High School,102991,4,MORTGAGE,6000,VENTURE,7.88,0.06,2,641,no,0
26,female,High School,51139,1,RENT,11400,EDUCATION,7.66,0.22,3,515,yes,0
23,male,Associate,69570,0,RENT,12000,DEBTCONSOLIDATION,8.94,0.17,2,644,yes,0
41,female,High School,67060,19,MORTGAGE,9000,PERSONAL,5.99,0.13,17,601,yes,0
25,male,Master,89871,3,MORTGAGE,10000,PERSONAL,17.74,0.11,3,576,no,1
29,male,Bachelor,58501,4,MORTGAGE,7000,VENTURE,12.68,0.12,6,599,yes,0
24,female,Associate,79121,0,MORTGAGE,3000,MEDICAL,11.26,0.04,3,677,yes,0
22,female,Bachelor,73106,3,MORTGAGE,2000,PERSONAL,6.54,0.03,3,660,no,0
26,male,Bachelor,46818,2,RENT,9100,VENTURE,15.37,0.19,2,672,yes,0
40,male,Associate,33760,17,MORTGAGE,6925,EDUCATION,9.99,0.21,15,680,yes,0
30,female,Associate,39511,8,RENT,8400,HOMEIMPROVEMENT,13.98,0.21,9,668,no,1
29,male,High School,63468,10,MORTGAGE,7800,MEDICAL,10.36,0.12,9,679,no,0
24,male,Bachelor,69152,0,MORTGAGE,8000,HOMEIMPROVEMENT,5.42,0.12,4,650,yes,0
23,female,Associate,30002,1,RENT,3400,MEDICAL,7.51,0.11,4,680,yes,0
38,female,Associate,94916,17,RENT,6000,MEDICAL,6.99,0.06,15,687,yes,0
24,female,Bachelor,144910,2,MORTGAGE,16000,PERSONAL,11.01,0.11,3,595,yes,0
28,female,Bachelor,90894,6,RENT,6000,MEDICAL,7.36,0.07,5,625,no,0
24,female,Master,132677,1,MORTGAGE,5600,PERSONAL,12.98,0.04,4,684,yes,0
23,female,Associate,39111,3,MORTGAGE,10000,EDUCATION,11.71,0.26,2,669,yes,0
24,male,High School,62421,2,MORTGAGE,3600,HOMEIMPROVEMENT,7.14,0.06,2,685,yes,0
22,male,Master,145306,1,MORTGAGE,6000,EDUCATION,8.9,0.04,3,638,no,0
27,male,High School,58793,6,OWN,24000,VENTURE,9.91,0.41,9,508,yes,0
24,female,Bachelor,22765,1,RENT,10000,HOMEIMPROVEMENT,7.29,0.44,4,661,no,1
21,male,High School,90793,0,MORTGAGE,20000,PERSONAL,13.11,0.22,2,595,yes,0
38,male,Master,57393,16,RENT,7000,PERSONAL,13.35,0.12,13,679,yes,0
25,female,Master,126827,4,MORTGAGE,12000,VENTURE,6.62,0.09,6,676,yes,0
25,male,High School,58708,0,RENT,11000,MEDICAL,7.51,0.19,4,614,yes,0
26,male,Associate,71868,6,MORTGAGE,20000,HOMEIMPROVEMENT,13.48,0.28,3,690,no,1
22,male,High School,19246,0,RENT,7000,EDUCATION,8.94,0.36,4,659,no,1
28,male,Master,101622,7,OWN,25000,VENTURE,7.9,0.25,7,641,no,0
23,male,Bachelor,85262,0,RENT,3500,EDUCATION,5.42,0.04,3,679,no,0
23,male,Bachelor,64598,0,RENT,3500,MEDICAL,12.23,0.05,4,701,no,0
26,male,Associate,55033,6,MORTGAGE,14125,HOMEIMPROVEMENT,13.99,0.26,2,586,yes,0
24,male,Associate,58340,2,RENT,6000,EDUCATION,11.2,0.1,4,641,no,0
30,female,Associate,72965,7,MORTGAGE,7400,MEDICAL,13.11,0.1,8,616,yes,0
22,male,Bachelor,227251,0,MORTGAGE,2314,PERSONAL,8.28,0.01,3,594,no,0
22,male,Associate,105535,0,MORTGAGE,8000,VENTURE,5.79,0.08,3,587,yes,0
30,female,High School,46131,6,RENT,19750,DEBTCONSOLIDATION,10.48,0.43,10,627,no,1
29,female,High School,46582,8,MORTGAGE,8000,EDUCATION,8.59,0.17,6,675,no,0
22,female,Associate,24993,1,MORTGAGE,16600,PERSONAL,9.76,0.66,3,634,yes,0
25,male,Bachelor,133790,3,RENT,6400,VENTURE,13.67,0.05,3,655,no,0
22,female,Associate,49134,2,RENT,4000,PERSONAL,7.43,0.08,4,649,yes,0
30,male,Associate,58475,6,RENT,7000,MEDICAL,12.32,0.12,7,648,yes,0
23,female,Bachelor,60829,0,MORTGAGE,7000,VENTURE,13.48,0.12,2,688,no,0
28,male,Associate,84880,4,RENT,6000,DEBTCONSOLIDATION,10.36,0.07,9,642,no,0
29,female,High School,132817,11,MORTGAGE,12800,EDUCATION,16.82,0.1,6,576,yes,0
22,female,Bachelor,105140,0,RENT,20000,EDUCATION,13.85,0.19,4,665,no,0
22,male,Master,72983,2,RENT,3500,VENTURE,5.42,0.05,2,642,yes,0
29,female,Bachelor,36952,7,MORTGAGE,1400,EDUCATION,8.9,0.04,9,706,no,1
46,female,Associate,60995,23,MORTGAGE,3000,PERSONAL,8.59,0.05,13,652,yes,0
34,male,Bachelor,54400,9,MORTGAGE,9600,DEBTCONSOLIDATION,7.49,0.18,8,696,yes,0
23,male,Master,73821,0,MORTGAGE,18007,MEDICAL,13.81,0.24,3,699,yes,0
35,female,Associate,94669,13,MORTGAGE,30000,VENTURE,17.58,0.32,8,686,yes,0
32,female,High School,93625,9,MORTGAGE,3000,HOMEIMPROVEMENT,9.06,0.03,10,555,yes,0
22,female,Master,53780,0,RENT,12000,VENTURE,13.24,0.22,2,708,no,0
24,male,Associate,46586,2,RENT,8000,MEDICAL,12.69,0.17,4,660,yes,0
40,male,High School,64677,18,RENT,3000,MEDICAL,9.32,0.05,15,607,yes,0
33,female,Bachelor,52588,12,RENT,4000,EDUCATION,12.73,0.08,7,707,no,1
27,female,Associate,50342,8,MORTGAGE,6000,EDUCATION,11.49,0.12,10,628,yes,0
27,female,Associate,41440,5,MORTGAGE,6400,HOMEIMPROVEMENT,7.14,0.15,10,550,yes,0
40,male,Associate,132788,16,RENT,13000,HOMEIMPROVEMENT,9.91,0.1,17,630,yes,0
32,female,High School,193120,7,MORTGAGE,12000,DEBTCONSOLIDATION,8.02,0.06,8,704,no,0
26,male,Master,40770,3,RENT,4801,VENTURE,12.69,0.12,4,689,yes,0
28,female,Associate,144796,3,MORTGAGE,10000,EDUCATION,5.42,0.07,6,666,no,0
24,male,Master,72682,2,MORTGAGE,12982,MEDICAL,8,0.18,3,677,yes,0
22,male,Associate,63434,0,RENT,10000,VENTURE,11.71,0.16,3,615,yes,0
30,female,Bachelor,108939,7,MORTGAGE,20000,EDUCATION,12.28,0.18,6,636,yes,0
33,female,Master,49261,14,RENT,6000,DEBTCONSOLIDATION,7.51,0.12,6,603,yes,0
24,female,Associate,113769,0,RENT,10000,HOMEIMPROVEMENT,18.64,0.09,2,598,yes,0
27,male,Bachelor,91447,3,MORTGAGE,6000,PERSONAL,7.74,0.07,7,583,yes,0
23,male,High School,58686,2,MORTGAGE,3200,EDUCATION,7.51,0.05,2,575,yes,0
23,female,Master,47451,2,RENT,1200,DEBTCONSOLIDATION,15.95,0.03,2,666,no,1
32,male,Bachelor,121855,9,RENT,20000,PERSONAL,10.75,0.16,9,637,yes,0
36,male,Master,25110,13,RENT,5075,PERSONAL,11.48,0.2,11,721,no,1
43,male,Associate,84549,16,RENT,11000,VENTURE,7.29,0.13,16,686,no,0
37,female,High School,65698,14,MORTGAGE,8000,MEDICAL,11.01,0.12,15,599,yes,0
23,male,Associate,90899,3,RENT,8000,MEDICAL,7.9,0.09,4,672,yes,0
23,female,Associate,47706,0,MORTGAGE,10000,VENTURE,13.49,0.21,3,634,yes,0
28,female,Doctorate,63385,6,RENT,9600,HOMEIMPROVEMENT,9.07,0.15,7,593,yes,0
21,male,Bachelor,38061,1,RENT,18000,EDUCATION,13.48,0.47,4,693,no,1
32,male,High School,114961,8,MORTGAGE,20000,PERSONAL,10.65,0.17,5,535,yes,0
21,female,High School,36971,0,RENT,10750,VENTURE,12.68,0.29,3,562,no,1
22,male,Bachelor,48820,0,MORTGAGE,2000,DEBTCONSOLIDATION,7.9,0.04,2,657,yes,0
26,female,Associate,141210,3,MORTGAGE,6000,EDUCATION,7.51,0.04,3,687,no,0
24,female,Associate,55067,1,MORTGAGE,15000,VENTURE,13.06,0.27,3,555,no,0
22,male,High School,29823,0,MORTGAGE,5000,VENTURE,14.65,0.17,4,655,no,1
37,male,Associate,109017,12,RENT,10000,VENTURE,8.94,0.09,12,544,yes,0
32,female,Associate,72890,14,MORTGAGE,15000,EDUCATION,11.86,0.21,6,542,no,0
33,female,Doctorate,49123,10,RENT,11175,EDUCATION,14.96,0.23,5,705,no,0
28,male,High School,52644,5,MORTGAGE,12000,HOMEIMPROVEMENT,13.48,0.23,6,535,no,0
24,female,Master,75793,5,MORTGAGE,9532,EDUCATION,7.37,0.13,2,613,no,0
29,female,Associate,108990,9,MORTGAGE,15000,HOMEIMPROVEMENT,11.11,0.14,9,692,yes,0
40,male,Associate,18212,14,RENT,1000,MEDICAL,9.25,0.05,11,634,yes,0
23,female,High School,160786,2,MORTGAGE,24000,EDUCATION,11.01,0.15,4,599,yes,0
25,female,Associate,31156,4,RENT,6000,PERSONAL,11.01,0.19,2,677,yes,0
21,female,Bachelor,35798,0,MORTGAGE,5500,PERSONAL,13.23,0.15,2,651,yes,0
22,male,Associate,22402,0,RENT,3000,PERSONAL,11.86,0.13,2,706,no,1
33,female,Master,60853,13,MORTGAGE,10000,PERSONAL,9.99,0.16,5,680,no,0
43,female,High School,89491,19,RENT,30600,DEBTCONSOLIDATION,18.79,0.34,17,648,no,1
24,male,Associate,59388,1,RENT,10000,EDUCATION,13.85,0.17,3,576,yes,0
30,male,Associate,25995,6,RENT,7250,MEDICAL,8,0.28,10,578,no,1
23,female,Bachelor,90771,0,RENT,12000,PERSONAL,12.98,0.13,2,678,yes,0
28,male,Associate,51675,6,MORTGAGE,5375,HOMEIMPROVEMENT,10.65,0.1,7,660,no,0
30,female,Associate,627222,4,MORTGAGE,2500,HOMEIMPROVEMENT,7.43,0,9,637,no,0
30,male,Bachelor,50505,7,MORTGAGE,10000,HOMEIMPROVEMENT,12.73,0.2,10,647,no,0
27,female,Bachelor,67171,2,RENT,4000,EDUCATION,9.18,0.06,9,669,no,0
35,female,Bachelor,144995,13,RENT,12000,VENTURE,10.99,0.08,5,661,yes,0
25,female,High School,150087,0,MORTGAGE,1850,MEDICAL,11.01,0.01,4,680,no,0
23,male,Associate,110550,0,MORTGAGE,12000,PERSONAL,8.94,0.11,3,668,no,0
36,female,Associate,87359,11,OWN,6000,VENTURE,11.36,0.07,17,647,yes,0
23,male,Bachelor,59068,0,RENT,4800,DEBTCONSOLIDATION,10.36,0.08,3,668,no,0
28,male,Master,160340,5,MORTGAGE,20000,MEDICAL,10.65,0.12,5,715,no,0
28,male,High School,38139,5,RENT,7500,HOMEIMPROVEMENT,15.31,0.2,5,642,no,1
28,female,Master,41496,4,RENT,14000,EDUCATION,11.01,0.34,5,666,no,1
29,male,Bachelor,87440,10,MORTGAGE,12000,DEBTCONSOLIDATION,15.62,0.14,9,656,no,1
29,male,Master,154676,6,RENT,15000,EDUCATION,9.63,0.1,9,651,no,1
29,male,Associate,73144,4,MORTGAGE,20000,MEDICAL,7.74,0.27,8,648,no,0
29,male,Associate,59558,6,MORTGAGE,11050,VENTURE,5.42,0.19,6,683,no,0
31,female,Master,115156,6,MORTGAGE,15000,HOMEIMPROVEMENT,11.14,0.13,5,695,no,0
22,male,High School,55543,3,MORTGAGE,7000,VENTURE,7.14,0.13,2,651,yes,0
23,male,Bachelor,25538,0,RENT,4800,PERSONAL,11.01,0.19,2,677,no,0
32,female,Master,61497,8,RENT,8000,MEDICAL,10.63,0.13,9,699,yes,0
22,female,Bachelor,60152,0,RENT,5000,EDUCATION,10.36,0.08,4,529,yes,0
23,female,High School,94428,3,MORTGAGE,4613,VENTURE,7.79,0.05,2,661,no,0
25,female,Associate,53712,3,RENT,8000,MEDICAL,12.92,0.15,4,545,no,1
22,male,Bachelor,61012,0,RENT,13000,DEBTCONSOLIDATION,12.42,0.21,2,558,yes,0
27,male,Associate,103008,9,MORTGAGE,7500,VENTURE,10.99,0.07,10,581,no,0
22,female,Bachelor,66875,3,RENT,8000,DEBTCONSOLIDATION,7.51,0.12,2,685,yes,0
30,male,High School,105616,8,MORTGAGE,15000,HOMEIMPROVEMENT,10.6,0.14,7,603,yes,0
27,female,Bachelor,84921,2,RENT,20000,MEDICAL,11.01,0.24,5,625,yes,0
24,male,High School,121238,2,RENT,3000,HOMEIMPROVEMENT,9.76,0.02,3,665,yes,0
30,female,Associate,51362,6,RENT,2250,VENTURE,8.88,0.04,8,694,yes,0
21,female,Master,65525,0,MORTGAGE,8000,MEDICAL,11.36,0.12,2,695,yes,0
31,male,Bachelor,21602,6,RENT,2112,PERSONAL,10.23,0.1,8,600,yes,0
35,male,High School,43294,12,MORTGAGE,5600,EDUCATION,11.49,0.13,6,630,yes,0
23,female,Associate,102918,2,MORTGAGE,5000,EDUCATION,14.35,0.05,3,638,yes,0
28,male,Associate,63161,7,MORTGAGE,9000,EDUCATION,7.51,0.14,7,672,yes,0
23,male,High School,61021,0,RENT,4000,MEDICAL,5.42,0.07,2,621,yes,0
28,male,Bachelor,67243,4,RENT,7500,DEBTCONSOLIDATION,12.84,0.11,6,659,yes,0
28,female,Bachelor,71012,6,RENT,23500,DEBTCONSOLIDATION,14.72,0.33,7,669,no,1
33,female,Master,42920,14,RENT,14125,HOMEIMPROVEMENT,10.37,0.33,8,675,no,1
21,male,Associate,48823,0,RENT,7000,EDUCATION,14.96,0.14,2,688,no,0
24,male,Associate,84727,4,OTHER,9000,PERSONAL,9.63,0.11,2,620,yes,0
25,female,Bachelor,45004,2,MORTGAGE,3200,DEBTCONSOLIDATION,9.63,0.07,3,619,no,0
22,male,Bachelor,51348,2,RENT,7000,DEBTCONSOLIDATION,12.68,0.14,2,584,yes,0
27,male,Associate,90652,3,MORTGAGE,3900,HOMEIMPROVEMENT,10.51,0.04,8,589,yes,0
28,female,High School,60759,9,RENT,10000,PERSONAL,7.88,0.16,7,696,yes,0
24,female,Bachelor,89061,0,MORTGAGE,7000,EDUCATION,6.99,0.08,2,663,no,0
22,male,Associate,47729,0,RENT,7000,PERSONAL,8.9,0.15,3,626,no,1
28,male,Associate,50186,7,RENT,2000,VENTURE,13.43,0.04,8,637,no,0
29,female,Associate,67031,7,RENT,4000,HOMEIMPROVEMENT,10.59,0.06,10,654,no,0
22,male,Master,50139,0,RENT,2000,EDUCATION,6.62,0.04,3,687,yes,0
23,male,High School,26519,0,RENT,3750,DEBTCONSOLIDATION,15.65,0.14,2,588,no,1
29,male,High School,86948,4,MORTGAGE,6000,DEBTCONSOLIDATION,9.63,0.07,10,625,yes,0
24,female,Bachelor,80597,2,RENT,20000,DEBTCONSOLIDATION,14.35,0.25,4,557,no,1
23,female,Associate,67676,1,MORTGAGE,21825,MEDICAL,11.36,0.32,2,599,yes,0
30,male,Master,93947,7,MORTGAGE,9000,DEBTCONSOLIDATION,7.88,0.1,7,676,yes,0
24,male,Associate,36247,1,MORTGAGE,2500,PERSONAL,6.76,0.07,2,545,yes,0
25,female,High School,210838,4,MORTGAGE,7839,EDUCATION,12.45,0.04,4,645,yes,0
22,male,Bachelor,31907,0,RENT,9000,DEBTCONSOLIDATION,12.73,0.28,4,520,no,1
25,female,Bachelor,116093,4,RENT,12000,HOMEIMPROVEMENT,9.99,0.1,4,664,no,0
30,female,Master,270918,6,RENT,25000,MEDICAL,12.42,0.09,10,694,yes,0
22,male,Bachelor,89395,0,RENT,8400,MEDICAL,6.54,0.09,4,558,yes,0
22,female,High School,53940,0,RENT,11906,MEDICAL,13.34,0.22,3,615,yes,0
22,male,Associate,124975,4,MORTGAGE,15000,PERSONAL,9.63,0.12,4,648,no,1
26,female,Associate,97189,4,MORTGAGE,15000,EDUCATION,16.07,0.15,2,690,yes,0
29,female,High School,137189,6,MORTGAGE,10000,DEBTCONSOLIDATION,10.62,0.07,6,580,no,1
24,female,Master,66496,0,RENT,7200,EDUCATION,12.53,0.11,2,643,yes,0
24,female,Associate,56893,0,RENT,7000,MEDICAL,6.54,0.12,4,610,yes,0
