loan_uuid,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_owner,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
bbd9a1d1-56e1-4df9-8c08-c2ffcdfa31df,25,male,Associate,72840,0,RENT,3000,EDUCATION,17.58,0.04,2,605,yes,0
bbda490f-3da2-4361-90e5-687096a1f76d,23,male,Bachelor,57563,0,RENT,4000,VENTURE,11.8,0.07,4,505,yes,0
bbde9f82-accc-4437-b480-b8c9810acf59,23,male,High School,40156,1,RENT,10000,VENTURE,11.17,0.25,3,665,no,1
bbe08590-542e-4d57-9b58-ce2e4952e0f9,32,female,Master,80438,11,MORTGAGE,5000,MEDICAL,6.03,0.06,8,596,yes,0
bbe1938a-6b9b-4a8f-a75c-b7b2f01aba80,22,male,Associate,61970,0,RENT,7000,VENTURE,12.18,0.11,2,579,no,0
bbe219f6-5e81-437b-b178-43480d61543e,24,female,Associate,102948,0,MORTGAGE,12000,DEBTCONSOLIDATION,7.88,0.12,3,679,no,0
bbe2238f-436c-4136-aca9-567e0f65974b,24,female,Bachelor,91967,3,MORTGAGE,13500,VENTURE,8.49,0.15,4,692,no,0
bbe3540a-f8b6-427e-8264-e64d6a08b470,22,male,High School,28467,0,RENT,7750,EDUCATION,11.01,0.27,4,582,no,1
bbe5b187-10d6-475a-aed2-821b9121c91c,25,male,Master,43306,1,RENT,7200,PERSONAL,9.99,0.17,4,615,yes,0
bbe7e2a7-6f40-4ed1-96be-4cc8705d9221,31,male,Master,181224,6,MORTGAGE,18163,PERSONAL,13.5,0.1,10,690,no,0
bbe91ddd-b17d-4b51-9638-2269205cccde,31,male,High School,31306,10,OWN,6626,MEDICAL,13.2,0.21,6,646,no,0
bbeac331-52b3-4466-8574-703eb236e45d,25,female,Bachelor,145000,2,MORTGAGE,20569,HOMEIMPROVEMENT,14.06,0.14,3,671,yes,0
bbeb3807-9494-4238-880b-1e1e1fa6d5b8,31,male,Bachelor,55319,7,RENT,4000,EDUCATION,13.43,0.07,6,712,yes,0
bbef1b24-3de4-4688-ab6f-a2789b5f93cc,34,male,Bachelor,61282,13,MORTGAGE,4000,VENTURE,8.9,0.07,8,619,yes,0
bbf02ceb-fd78-424d-9641-898c0536f86c,32,male,Master,22500,8,RENT,4000,EDUCATION,15.2,0.18,10,555,no,1
bbf24d28-a429-4a6f-a0e8-cfd54b6f5f2e,29,male,Associate,69201,8,OWN,11000,MEDICAL,10.62,0.16,6,708,yes,0
bbf37715-0269-4b40-866a-ec70c8b748e2,50,male,Associate,44399,29,RENT,6000,MEDICAL,11.01,0.14,11,712,no,0
bbf5d731-ec5f-4a03-9c6b-90b6d6fda767,24,male,Associate,48982,1,RENT,3000,EDUCATION,11.01,0.06,3,694,no,1
bbf6c881-92fb-4bc3-a995-5d21608ad48d,27,male,Bachelor,138844,3,MORTGAGE,24000,HOMEIMPROVEMENT,11.01,0.17,7,553,yes,0
bbf81976-2379-4d22-acc1-e5afa5acac5a,22,female,Associate,60547,1,MORTGAGE,20000,EDUCATION,11.48,0.33,2,672,yes,0
bbfac065-aa5b-4292-9931-595a0005de84,28,female,Associate,75758,3,MORTGAGE,3824,HOMEIMPROVEMENT,6.89,0.05,6,669,no,0
bbfb4eca-591d-4a56-923c-f86bf055a61e,26,female,Bachelor,88660,5,MORTGAGE,12000,EDUCATION,7.46,0.14,4,698,no,0
bc004f42-21de-46e1-a41c-dee3eb4f5836,24,male,Bachelor,100365,4,MORTGAGE,20000,HOMEIMPROVEMENT,11.01,0.2,4,649,yes,0
bc01161a-5f9c-4e0f-9f3c-544c46747ab5,22,male,Associate,30687,0,RENT,4800,MEDICAL,10.65,0.16,2,448,yes,0
bc01270d-9584-45db-bc05-7c2b324a5837,34,female,Bachelor,56078,11,RENT,5850,PERSONAL,11.12,0.1,8,647,yes,0
bc05105a-e11a-4baa-8847-f197f8b98b63,26,female,High School,25023,6,RENT,4800,MEDICAL,8.72,0.19,3,653,yes,0
bc073f92-cbbd-4f02-af48-ab19a1f026e6,24,female,High School,51688,0,RENT,2000,HOMEIMPROVEMENT,15.62,0.04,2,606,no,1
bc07710d-ff46-4eb1-b501-52da0b66cebe,24,female,High School,43963,5,RENT,2098,DEBTCONSOLIDATION,15.32,0.05,4,627,no,1
bc0b13c9-00b9-4aaa-950e-203408b562ce,23,male,Associate,78862,0,MORTGAGE,4000,EDUCATION,11.49,0.05,4,650,yes,0
bc0b5782-009c-40bb-b7d4-0ff3852798a2,31,male,Bachelor,25363,9,OWN,5000,VENTURE,11.83,0.2,5,718,yes,0
bc0c2f48-66a2-4fb6-acb0-03f76e1e31c3,24,female,High School,72654,3,RENT,8000,HOMEIMPROVEMENT,14.59,0.11,3,515,yes,0
bc0e9dc1-02ba-4ab7-9f95-587af6d69ab3,23,male,Master,67877,0,RENT,9000,HOMEIMPROVEMENT,10.94,0.13,3,686,yes,0
bc0ebfbb-d877-441b-9016-66628d50476e,24,male,Associate,48990,2,MORTGAGE,2500,MEDICAL,10.88,0.05,2,624,no,0
bc10e1c0-2370-4497-9094-052047b9c8bb,26,female,Bachelor,28088,6,RENT,2500,PERSONAL,6.76,0.09,4,688,no,1
bc11e289-f7c1-4640-89be-991d7cbd5dfd,26,female,Associate,114969,4,RENT,2400,MEDICAL,10.04,0.02,3,623,yes,0
bc11f437-408a-46aa-80d4-f2c387d3145f,23,male,High School,65742,0,MORTGAGE,1400,DEBTCONSOLIDATION,5.42,0.02,4,636,no,0
bc13b4b5-edcf-48f7-bf2b-71f7a77e3cdb,35,female,Bachelor,34802,14,RENT,8500,MEDICAL,11.58,0.24,6,663,yes,0
bc13b608-fc18-400d-afe5-af34cd4ed750,39,female,Bachelor,54891,20,MORTGAGE,12000,PERSONAL,14.72,0.22,13,725,no,0
bc15123b-4f25-4d12-9fbc-c6545bf1af46,24,male,High School,85047,3,MORTGAGE,17000,PERSONAL,7.51,0.2,4,572,yes,0
bc1590f0-fc4c-4160-b79a-e3265f78652f,27,male,Associate,108839,5,RENT,10000,EDUCATION,10,0.09,5,477,yes,0
bc173ca0-d08f-48b7-bf96-bda6f20a97e2,26,male,High School,82620,2,RENT,10700,EDUCATION,12.42,0.13,4,666,yes,0
bc1a4fea-e93d-433d-8007-c6c4937d47fe,24,male,Associate,54390,3,OWN,17000,HOMEIMPROVEMENT,8.58,0.31,2,639,no,0
bc1b816b-0005-484f-9a5b-94ab5fd507ca,32,female,High School,64690,8,RENT,10000,HOMEIMPROVEMENT,9.26,0.15,9,483,yes,0
bc1c7e4f-140a-4b19-8876-6b88b6061d66,24,female,High School,126877,0,MORTGAGE,9865,EDUCATION,9.76,0.08,3,620,yes,0
bc1c84cc-a66e-4792-bd9e-11594162e29d,22,male,Bachelor,151457,0,MORTGAGE,25000,PERSONAL,11.01,0.17,2,584,yes,0
bc1cc31b-87ca-491e-a241-14a3fc95777e,29,female,Bachelor,8248,8,RENT,3057,VENTURE,9.29,0.37,9,712,no,1
bc1d2d8c-5849-4c55-ab05-57c0445a4c97,22,male,High School,16218,1,MORTGAGE,2000,PERSONAL,5.42,0.12,4,614,no,1
bc1ddac6-4780-4ca4-b9d6-72628db9328c,25,male,Associate,108852,6,MORTGAGE,10000,PERSONAL,7.49,0.09,3,674,yes,0
bc1dfb9a-0945-40d5-8560-9fd2354a40fa,32,female,Bachelor,49077,9,RENT,5400,EDUCATION,11.11,0.11,5,677,yes,0
bc1efd0e-c238-4587-93bd-f3beee7be6b3,24,female,Associate,70147,0,RENT,1500,DEBTCONSOLIDATION,10.75,0.02,4,600,yes,0
bc2066d0-dc25-47c7-877d-797989f67ecf,23,male,Master,21741,1,RENT,1750,VENTURE,10.95,0.08,3,632,yes,0
bc21cab8-9dc9-4460-be88-5eafd59bee34,29,male,Bachelor,50428,7,RENT,5000,PERSONAL,11.49,0.1,9,536,yes,0
bc23fca5-824f-413d-8ee5-c1a38411031b,32,male,Bachelor,150920,11,MORTGAGE,12381,PERSONAL,10.87,0.08,10,680,yes,0
bc28b80f-c71b-4807-b001-f3e65796f87a,23,male,Bachelor,94096,0,MORTGAGE,11700,DEBTCONSOLIDATION,6.17,0.12,3,660,yes,0
bc28f0ff-113a-41a6-9570-d957dc5fc02c,25,male,High School,95103,3,MORTGAGE,14200,HOMEIMPROVEMENT,11.48,0.15,3,607,yes,0
bc2a5599-0b34-4ed7-bbb1-9b8a4546c276,30,male,High School,46485,5,RENT,7500,EDUCATION,10.24,0.16,6,682,no,0
bc2b2b20-3d60-41c0-8083-a43301d2be44,24,male,Bachelor,29945,2,MORTGAGE,8000,EDUCATION,11.34,0.27,4,608,yes,0
bc2c240f-d13e-467e-8133-009249f87abe,26,female,Master,62333,7,RENT,5500,HOMEIMPROVEMENT,13.49,0.09,2,641,no,1
bc2e03aa-1f2f-4ad3-99b6-502b8187f482,25,female,High School,58461,3,RENT,7000,MEDICAL,7.23,0.12,3,552,yes,0
bc309528-addc-4aa8-9d51-6bd76de6cf5d,21,male,Bachelor,10553,3,RENT,1200,MEDICAL,15.23,0.11,2,651,yes,0
bc32a746-98cd-4c60-8d7e-05447116a4f2,22,female,Bachelor,76442,1,RENT,6400,EDUCATION,8.49,0.08,3,586,yes,0
bc32ea57-6273-4ac7-9aec-0e2bd12993bc,27,male,High School,109165,6,MORTGAGE,20000,EDUCATION,8.92,0.18,5,614,no,0
bc355be2-bd7a-44e9-a28d-769f58953517,33,male,High School,90150,9,RENT,3000,EDUCATION,11.83,0.03,5,696,no,1
bc37c32a-4409-429a-afbd-a4415d0dd903,25,male,Master,80736,5,OWN,5000,MEDICAL,12.53,0.06,4,707,no,0
bc3d0147-4817-4340-ace6-edeb98b6ef7a,25,male,Bachelor,80921,0,MORTGAGE,4000,EDUCATION,12.18,0.05,2,581,yes,0
bc41169d-2e87-478c-ab07-476fc39ab49e,29,male,Bachelor,78849,8,RENT,16000,PERSONAL,17.27,0.2,6,547,yes,0
bc422755-bfb3-4f3c-afbe-11fa17f89050,32,female,Bachelor,63511,10,RENT,7125,PERSONAL,7.49,0.11,10,696,yes,0
bc42933d-f76b-41bd-ac89-0c50d783d26e,33,male,Bachelor,46555,7,RENT,10554,VENTURE,12.9,0.23,6,644,yes,0
bc42de5d-e4bf-45b0-b21c-48a5fe2780d7,34,male,High School,192605,13,RENT,11439,VENTURE,13.08,0.06,8,629,no,1
bc435f15-135b-4919-9428-6a9d8cd25f23,22,female,High School,169028,0,RENT,10000,EDUCATION,9.99,0.06,2,617,no,0
