loan_uuid,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_owner,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
00355aa9-c6a6-4625-8a4b-66c00c77b1d1,24,female,High School,104602,1,RENT,9000,HOMEIMPROVEMENT,12.69,0.09,2,657,no,0
0037f300-c0ff-4cbb-9dec-4134a40e1ee1,30,female,Doctorate,100480,4,MORTGAGE,18000,DEBTCONSOLIDATION,10.48,0.18,7,658,yes,0
00386ed1-750e-4159-8d63-e3603c8c3302,26,male,Associate,73166,3,MORTGAGE,5000,VENTURE,7.17,0.07,2,629,no,0
003a2def-71d7-4725-9c06-5d3d50893480,26,male,Doctorate,68340,3,RENT,10000,DEBTCONSOLIDATION,12.69,0.15,4,663,no,1
003a78a6-1695-4a6f-8d84-85222d3662e2,25,female,Associate,80364,4,RENT,25000,EDUCATION,14.49,0.31,2,622,no,1
003b5800-3c7c-4073-89de-244875a2d8da,26,male,Bachelor,130495,0,RENT,7622,PERSONAL,15.58,0.06,5,609,no,1
003c6263-8407-4341-bc97-916a092debf6,34,male,Bachelor,97285,9,RENT,30000,DEBTCONSOLIDATION,6.62,0.31,5,661,no,1
003dd610-ee3c-46c2-ba7a-ef1e6322dc00,25,male,High School,51350,7,RENT,6600,MEDICAL,10.65,0.13,4,640,yes,0
003ebbb3-dcc5-4c97-ab09-18065fffdb99,22,female,Bachelor,22628,2,OWN,5400,EDUCATION,15.31,0.24,4,678,no,1
003ff481-a710-41a7-9b9a-91e7c7c9288b,32,male,Associate,68325,11,MORTGAGE,15000,EDUCATION,7.39,0.22,10,646,no,0
004000ad-51ae-4331-b886-ed0bd229220d,28,male,Associate,120713,5,MORTGAGE,13500,PERSONAL,9.38,0.11,9,626,no,0
0042ded4-4557-49e8-a5f2-e8d52903d4f8,28,male,High School,136853,6,MORTGAGE,18000,VENTURE,12.99,0.13,6,665,no,0
00437e8a-d4f5-47ef-8351-4feeac078473,22,male,Bachelor,105850,0,MORTGAGE,11200,PERSONAL,8.49,0.11,4,689,yes,0
004457b8-95ca-4881-ae8f-77682378aeed,30,female,Bachelor,65786,5,MORTGAGE,10000,HOMEIMPROVEMENT,7.36,0.15,10,652,yes,0
00465e1a-a1e8-460b-a2d9-fcb2c943ac58,22,female,Bachelor,51466,2,RENT,2000,EDUCATION,10.36,0.04,4,668,yes,0
0048f7e0-6a3d-4f54-9ec1-c254d2a9060d,28,female,High School,65783,3,MORTGAGE,6000,MEDICAL,15.23,0.09,8,534,no,1
004984ed-5a15-45fb-a511-8ff8ae1887a6,27,male,High School,129203,4,MORTGAGE,35000,VENTURE,9.63,0.27,7,680,no,0
004a36bc-73f8-4359-8b88-fba1e0bb1378,25,female,High School,91042,5,RENT,10000,PERSONAL,7.49,0.11,3,675,yes,0
004ab050-8611-4971-9dca-759aa9161231,30,male,Bachelor,31997,9,RENT,9250,EDUCATION,11.01,0.29,5,684,no,1
004af0a3-2c65-4fa3-9429-2fc4740a50f2,24,female,High School,95550,5,RENT,35000,MEDICAL,11.11,0.37,4,585,no,1
004b7866-bead-4a24-88a9-6072fd8018cc,24,male,Bachelor,54961,1,RENT,7800,PERSONAL,7.51,0.14,2,617,no,0
004d4e8e-6be2-4fa8-b65e-68a782fb74a6,41,male,Associate,80193,17,RENT,6000,EDUCATION,10.47,0.07,13,625,no,0
004eb38f-fe0d-4e97-a7f6-f4e56fcae67b,34,female,Master,72968,9,RENT,10000,MEDICAL,13.57,0.14,6,669,yes,0
004fed53-0106-4450-9af1-b784af65f8b4,27,female,Bachelor,113052,6,RENT,8000,MEDICAL,11.01,0.07,7,675,no,0
0051fb4c-2281-4ea4-905d-65c8d98deb93,25,male,Bachelor,36983,3,RENT,1500,EDUCATION,16.82,0.04,3,652,no,1
00521b2d-c94f-42c1-bd18-56ffd021e718,23,male,Bachelor,49086,0,RENT,2000,PERSONAL,11.01,0.04,2,641,no,0
00523d36-2acb-4b62-ae7b-29c4d7fe25a2,25,female,Master,271040,1,RENT,12000,EDUCATION,16.49,0.04,2,651,no,0
005242f0-c70c-401e-ab90-eef8a637c10e,32,female,Bachelor,121714,9,RENT,20000,PERSONAL,9.88,0.16,8,537,yes,0
00547f96-3f55-4495-91a9-41b1c70a0205,25,male,Bachelor,53885,2,RENT,10000,PERSONAL,12.86,0.19,3,596,yes,0
0056f82f-181c-402c-a522-5bc108eac8b4,22,male,Master,43867,0,RENT,2406,HOMEIMPROVEMENT,11.27,0.05,3,699,no,1
005974e8-df5e-443c-8c90-c044e921a23b,23,female,Bachelor,26869,0,RENT,5264,PERSONAL,12.14,0.2,3,676,no,1
005b692c-c830-4c5c-8d53-6240b9e213c3,26,male,High School,34199,6,RENT,4087,MEDICAL,13.76,0.12,6,571,yes,0
005c5d51-64ed-4f33-9191-7b5350e1e42c,25,male,Associate,79501,0,RENT,4000,VENTURE,12.23,0.05,4,632,yes,0
005c9afb-9583-4c26-b7eb-d7bf5a208e6b,28,female,Master,39678,2,RENT,8575,DEBTCONSOLIDATION,17.24,0.22,7,644,no,1
005cd637-dc47-4eb2-8360-02fb642ddbd6,27,male,Associate,107685,9,MORTGAGE,2800,EDUCATION,14.96,0.03,10,706,no,0
005e73c4-ee8c-4a21-8f04-2e2affea6e5d,24,female,Bachelor,180986,1,MORTGAGE,25000,DEBTCONSOLIDATION,11.98,0.14,3,671,no,0
00614a51-bd44-4474-a8d4-bacbab5cd368,23,male,High School,29806,2,RENT,2800,DEBTCONSOLIDATION,11.01,0.09,2,547,yes,0
006163b2-bdd0-42e4-a233-8eb2969f3577,40,female,Bachelor,84884,16,MORTGAGE,12000,HOMEIMPROVEMENT,5.79,0.14,14,662,no,0
00616c9d-297f-4bb6-9c19-60f025231d15,25,female,Bachelor,118711,1,MORTGAGE,4939,DEBTCONSOLIDATION,12.87,0.04,4,578,no,1
0062d95a-19b7-4057-949a-2865766eb356,21,female,Bachelor,42441,0,RENT,2300,EDUCATION,6.76,0.05,2,600,yes,0
00653e10-e071-49f5-8e75-02c4e4fb9117,22,female,Master,58839,0,MORTGAGE,15000,VENTURE,6.17,0.25,4,624,yes,0
006d3bbc-0712-4c3a-ac0b-8d1af0e5565e,32,male,Master,79240,10,MORTGAGE,5500,DEBTCONSOLIDATION,7.51,0.07,7,651,no,0
006dd35a-8b5b-4b81-91d8-14be508355dd,25,female,Bachelor,96961,1,RENT,11200,MEDICAL,11.01,0.12,2,630,yes,0
006e3a80-a2d5-47b0-b83e-17ea8a541ed9,22,male,High School,41860,1,OWN,10000,VENTURE,14.96,0.24,3,644,no,0
00711723-74d2-4c08-8196-437a18043878,44,female,High School,81365,22,RENT,10000,DEBTCONSOLIDATION,11.66,0.12,15,724,no,0
0072c65b-80eb-4d4d-bd5a-2070f28cf060,29,female,Bachelor,160923,4,MORTGAGE,8263,MEDICAL,12.08,0.05,5,575,yes,0
00786a7f-4975-416c-872c-8e12ee40c627,23,male,Bachelor,61669,1,RENT,1800,VENTURE,16.02,0.03,2,653,yes,0
00797d79-5b3b-430e-bfc5-c646f8bd1ceb,29,female,Associate,73007,8,RENT,6000,HOMEIMPROVEMENT,14.79,0.08,9,672,yes,0
0079a96f-ee83-4a1b-8b8d-6004b1dec821,24,male,Bachelor,21627,0,MORTGAGE,3900,DEBTCONSOLIDATION,11.01,0.18,3,636,no,1
0079ec5f-704d-44e8-a144-1eb456cdea1d,27,male,Associate,121113,4,MORTGAGE,12000,HOMEIMPROVEMENT,6.03,0.1,6,579,yes,0
007cde85-cbcc-4abf-a120-bce0ae001f0a,31,male,Bachelor,119966,6,RENT,5675,HOMEIMPROVEMENT,13.23,0.05,8,616,yes,0
007de65f-6619-419a-a717-47aa42258ba8,23,male,High School,40011,2,RENT,10000,PERSONAL,11.14,0.25,3,509,no,1
0080e5fb-6d71-440a-a391-b9a8637fdb95,23,male,Master,108836,0,RENT,20000,MEDICAL,11.49,0.18,4,560,yes,0
0083407f-3cef-43ac-8ffa-b74c4716080a,23,female,Bachelor,53948,2,RENT,3000,MEDICAL,11.49,0.06,2,557,yes,0
0084d0cd-257a-425b-b889-28561dc581ae,45,female,Master,143412,24,MORTGAGE,20000,VENTURE,11.01,0.14,15,732,yes,0
0084efae-a44f-4122-84f9-f7d42ea0ee71,35,male,Bachelor,49977,12,RENT,20500,EDUCATION,12.53,0.41,6,706,no,1
00874f39-4d09-4e8c-ac67-d55db37eecef,22,male,High School,51465,0,RENT,12854,MEDICAL,15.24,0.25,3,556,no,1
0087a2cd-44b8-415a-b768-2c40042e3d7f,25,female,Bachelor,88633,0,MORTGAGE,20000,PERSONAL,13.12,0.23,4,655,no,1
0089a075-0894-48d1-8cfd-a1142c350906,26,female,Bachelor,51352,2,MORTGAGE,18000,DEBTCONSOLIDATION,13.22,0.35,3,612,no,1
008ac3df-e2ab-40fd-9df9-01a577175599,26,male,Master,175732,2,MORTGAGE,20000,EDUCATION,11.01,0.11,2,561,yes,0
008ca604-aace-4474-85f0-9d9427e9bc78,23,female,Associate,166745,0,MORTGAGE,2700,VENTURE,11.86,0.02,4,680,no,0
008f92e4-277c-4082-8098-49e229dee489,28,male,Associate,61172,8,RENT,8469,VENTURE,12.45,0.14,8,656,yes,0
0092e3fc-9d7a-4b25-af8c-cbcc3c3163e7,31,female,Associate,99108,8,MORTGAGE,4000,HOMEIMPROVEMENT,13.57,0.04,7,642,yes,0
0098a735-d9dd-4a86-be6e-93016875f542,26,female,Bachelor,49146,3,RENT,12000,MEDICAL,7.88,0.24,2,522,yes,0
00993c31-a2f9-4ca7-8f39-f30ace4d56c8,29,male,Master,48800,8,RENT,7000,VENTURE,7.14,0.14,5,631,yes,0
009a1d85-df6d-4a36-a884-9d126998e65f,43,female,Master,60747,18,MORTGAGE,16000,PERSONAL,13.49,0.26,13,706,yes,0
009b4f55-8bbc-4778-b63f-8351b5efcdb1,31,male,Bachelor,24899,10,OWN,5000,VENTURE,11.83,0.2,7,619,no,0
009b8784-4ea7-490d-9208-68e3650bf267,23,male,Master,72891,4,RENT,11200,EDUCATION,10.78,0.15,3,655,yes,0
009bc680-e34a-4c16-b70f-d137ff2aa081,34,female,Doctorate,55108,12,RENT,5487,EDUCATION,7.72,0.1,7,657,yes,0
009d671d-c9b9-49cb-868f-cb1ee4317446,27,female,Bachelor,111645,0,MORTGAGE,17500,HOMEIMPROVEMENT,17.93,0.16,5,593,no,0
009ff170-4676-41f5-90ab-2c0b8b987e4f,28,male,High School,73039,5,RENT,4600,DEBTCONSOLIDATION,7.88,0.06,8,620,no,0
00a2e118-49da-4aad-b630-978ec21a80fc,26,female,Associate,49090,4,MORTGAGE,10750,VENTURE,12.84,0.22,4,619,yes,0
00a3b3c3-4312-42c7-8df8-c63fd0e681ce,41,female,Master,62230,17,MORTGAGE,14500,HOMEIMPROVEMENT,8.94,0.23,11,637,yes,0
00a96642-8522-41d7-9721-38ddb2f4f843,30,female,Associate,216924,11,RENT,20000,EDUCATION,14.22,0.09,10,701,no,0
00a999f7-30ac-446a-ae6c-dec1e322425b,23,female,Associate,33010,1,RENT,2800,EDUCATION,12.29,0.08,3,566,no,0
00a9a9f0-28ed-41ec-a014-fa3a72677462,29,male,Associate,69957,7,RENT,6000,EDUCATION,9.91,0.09,5,679,yes,0
00a9ff1a-2c25-474e-85be-34085477d6df,31,female,Associate,56589,8,MORTGAGE,8000,EDUCATION,13.49,0.14,5,602,no,1
00aae9f3-4f1f-47ca-8c85-e841ff744737,23,female,Master,36959,1,RENT,8999,MEDICAL,10.96,0.24,4,651,no,0
00ac68b7-6cbe-4894-adba-ad985dcd42e0,25,female,Bachelor,50400,3,RENT,3000,VENTURE,12.36,0.06,4,661,yes,0
00af4fef-9e33-4bce-8725-df6a227859cf,23,female,Associate,24038,3,RENT,8000,PERSONAL,15.35,0.33,4,673,no,1
00afd585-701a-4691-a441-b588ff20db01,24,female,Bachelor,35413,0,RENT,2400,HOMEIMPROVEMENT,14.26,0.07,4,666,no,1
00b750f4-5571-466b-9845-e9ed469ef408,27,female,Associate,49135,7,RENT,3000,PERSONAL,7.05,0.06,8,639,yes,0
00b7e659-e296-43a4-8657-b057ce4bec5e,21,female,Master,46751,3,RENT,3000,DEBTCONSOLIDATION,7.05,0.06,4,649,no,0
00b8833d-a140-44ae-bae6-47b8a5f44148,23,male,Bachelor,66644,5,RENT,19158,DEBTCONSOLIDATION,14.35,0.29,4,675,no,1
00b98169-51b3-4f77-af1c-4b7f9843bfbc,25,male,Master,63747,1,RENT,8000,MEDICAL,10.37,0.13,2,622,yes,0
00b9980d-6810-49f3-b2ad-96a1a8513fa2,25,male,High School,53946,3,RENT,9000,MEDICAL,8.94,0.17,3,512,yes,0
00ba4c80-49cd-4c50-b78a-bce50c89ae0d,22,female,Associate,71245,1,MORTGAGE,12000,EDUCATION,6.03,0.17,4,579,yes,0
00ba94e3-643d-4cc7-8fa2-95abdf89c2a4,23,male,Bachelor,127186,0,MORTGAGE,12000,VENTURE,11.36,0.09,2,690,yes,0
00bdbb4a-d9f5-4923-9500-c4332f3718ab,32,male,Associate,134038,12,MORTGAGE,10400,MEDICAL,9.91,0.08,6,687,yes,0
00be66c5-c290-4a65-bfaf-0d3b99265329,23,male,Bachelor,118603,1,MORTGAGE,9400,EDUCATION,6.62,0.08,3,647,yes,0
00bf229c-3e3b-48f1-a610-1b57e6db18eb,25,male,Associate,87181,6,OWN,16000,VENTURE,11.97,0.18,4,613,no,0
00bf239e-2482-4733-9230-d938bc445ebf,33,male,Master,115845,12,RENT,4281,DEBTCONSOLIDATION,16.94,0.04,9,635,no,1
00bf68a4-02cb-4243-9cb1-a67764e6f939,28,female,Master,96393,8,RENT,15000,DEBTCONSOLIDATION,11.48,0.16,5,584,no,0
00bfcd5e-2c1d-4244-b8ac-94ae1bdbc2af,22,female,High School,102991,4,MORTGAGE,6000,VENTURE,7.88,0.06,2,641,no,0
00c079c1-74c7-4803-bf45-2d94427377c7,26,female,High School,51139,1,RENT,11400,EDUCATION,7.66,0.22,3,515,yes,0
00c2cef6-a5e1-480e-9e40-d5c4c0e15223,23,male,Associate,69570,0,RENT,12000,DEBTCONSOLIDATION,8.94,0.17,2,644,yes,0
00c2d13f-cd70-4317-9cd8-ad60d5e554df,41,female,High School,67060,19,MORTGAGE,9000,PERSONAL,5.99,0.13,17,601,yes,0
00c391f1-d27c-4a2c-b5c7-a463596424ec,25,male,Master,89871,3,MORTGAGE,10000,PERSONAL,17.74,0.11,3,576,no,1
00c5eac1-919d-448e-9984-c294a7a17167,29,male,Bachelor,58501,4,MORTGAGE,7000,VENTURE,12.68,0.12,6,599,yes,0
00c83ca2-211f-4ddd-a816-18f22e9a2659,24,female,Associate,79121,0,MORTGAGE,3000,MEDICAL,11.26,0.04,3,677,yes,0
00c97c93-e46f-4070-aa1c-93e77a5f8579,22,female,Bachelor,73106,3,MORTGAGE,2000,PERSONAL,6.54,0.03,3,660,no,0
00cad586-e975-4341-8efa-29fb36386af0,26,male,Bachelor,46818,2,RENT,9100,VENTURE,15.37,0.19,2,672,yes,0
00d14b0d-30ef-40dd-91c5-82f9f3d0a129,40,male,Associate,33760,17,MORTGAGE,6925,EDUCATION,9.99,0.21,15,680,yes,0
00d1ef2b-dda2-4643-b5d8-d0d20e0ac121,30,female,Associate,39511,8,RENT,8400,HOMEIMPROVEMENT,13.98,0.21,9,668,no,1
00d2285d-223e-42f7-9eef-4b389f555fb1,29,male,High School,63468,10,MORTGAGE,7800,MEDICAL,10.36,0.12,9,679,no,0
00d90214-97d1-4f46-8dcc-6d674011160c,24,male,Bachelor,69152,0,MORTGAGE,8000,HOMEIMPROVEMENT,5.42,0.12,4,650,yes,0
00d9fbb8-a9bf-4e83-bf14-78993a3a195e,23,female,Associate,30002,1,RENT,3400,MEDICAL,7.51,0.11,4,680,yes,0
00dbbe4b-aa42-4fdd-9887-598d30524fce,38,female,Associate,94916,17,RENT,6000,MEDICAL,6.99,0.06,15,687,yes,0
00dcedb2-a16e-44a5-be6a-ffb7b38aea8e,24,female,Bachelor,144910,2,MORTGAGE,16000,PERSONAL,11.01,0.11,3,595,yes,0
00de7690-ef38-43f0-946c-ad29f09a50bc,28,female,Bachelor,90894,6,RENT,6000,MEDICAL,7.36,0.07,5,625,no,0
00debd80-1e42-4cbd-b75c-a57593df7714,24,female,Master,132677,1,MORTGAGE,5600,PERSONAL,12.98,0.04,4,684,yes,0
00e04701-8523-4d40-ae09-400922976590,23,female,Associate,39111,3,MORTGAGE,10000,EDUCATION,11.71,0.26,2,669,yes,0
00e16783-72ad-413f-8a27-27c973cc64ab,24,male,High School,62421,2,MORTGAGE,3600,HOMEIMPROVEMENT,7.14,0.06,2,685,yes,0
00e23c99-f6b9-4968-a409-93593b0c2e8d,22,male,Master,145306,1,MORTGAGE,6000,EDUCATION,8.9,0.04,3,638,no,0
00e2beda-63da-49b9-b7bb-d9a61142e383,27,male,High School,58793,6,OWN,24000,VENTURE,9.91,0.41,9,508,yes,0
00e45441-7165-4d96-bafe-5939368915a8,24,female,Bachelor,22765,1,RENT,10000,HOMEIMPROVEMENT,7.29,0.44,4,661,no,1
00e513b1-3df0-459b-bab3-b64355712d9f,21,male,High School,90793,0,MORTGAGE,20000,PERSONAL,13.11,0.22,2,595,yes,0
00e6c8c7-3e37-4dea-a09a-eb1614609f73,38,male,Master,57393,16,RENT,7000,PERSONAL,13.35,0.12,13,679,yes,0
00e81ec8-cfe1-4133-9704-4e9ba002482f,25,female,Master,126827,4,MORTGAGE,12000,VENTURE,6.62,0.09,6,676,yes,0
00e93041-1295-49d2-bf1c-db56ad084d05,25,male,High School,58708,0,RENT,11000,MEDICAL,7.51,0.19,4,614,yes,0
00eb37aa-7592-4d6e-886c-304ce9780187,26,male,Associate,71868,6,MORTGAGE,20000,HOMEIMPROVEMENT,13.48,0.28,3,690,no,1
00ec317b-aee0-4cf0-ac41-43d220d3d9c1,22,male,High School,19246,0,RENT,7000,EDUCATION,8.94,0.36,4,659,no,1
00ecd8b9-bccc-42d0-82fe-6d16f561aaf8,28,male,Master,101622,7,OWN,25000,VENTURE,7.9,0.25,7,641,no,0
00eceaa2-84db-4344-900f-0ccf8ff816cf,23,male,Bachelor,85262,0,RENT,3500,EDUCATION,5.42,0.04,3,679,no,0
00ed5306-22a2-426e-bd0d-8d1fbf71dfa7,23,male,Bachelor,64598,0,RENT,3500,MEDICAL,12.23,0.05,4,701,no,0
00ed8cfa-5863-4dd9-acdd-f041d9a9f4ab,26,male,Associate,55033,6,MORTGAGE,14125,HOMEIMPROVEMENT,13.99,0.26,2,586,yes,0
00f2a0b7-7f88-4001-8be3-fba9da87ba41,24,male,Associate,58340,2,RENT,6000,EDUCATION,11.2,0.1,4,641,no,0
00f3846a-e34d-4166-b16b-f5dffb534578,30,female,Associate,72965,7,MORTGAGE,7400,MEDICAL,13.11,0.1,8,616,yes,0
00f71121-7068-4b8a-a27b-f6a5ba899011,22,male,Bachelor,227251,0,MORTGAGE,2314,PERSONAL,8.28,0.01,3,594,no,0
00f762c7-eb4c-4d01-bdbf-76613bb39839,22,male,Associate,105535,0,MORTGAGE,8000,VENTURE,5.79,0.08,3,587,yes,0
00f78d00-795d-457b-b9d7-f23cf319f7b6,30,female,High School,46131,6,RENT,19750,DEBTCONSOLIDATION,10.48,0.43,10,627,no,1
00fc63a7-07b8-4f11-8228-4e0a6a4212aa,29,female,High School,46582,8,MORTGAGE,8000,EDUCATION,8.59,0.17,6,675,no,0
00fc6553-382a-47af-9559-9c0a76139cc5,22,female,Associate,24993,1,MORTGAGE,16600,PERSONAL,9.76,0.66,3,634,yes,0
00fc89c1-c268-44ee-a295-d107d9a42d0c,25,male,Bachelor,133790,3,RENT,6400,VENTURE,13.67,0.05,3,655,no,0
00ff49fa-8e78-4393-8dd5-466dad64e905,22,female,Associate,49134,2,RENT,4000,PERSONAL,7.43,0.08,4,649,yes,0
0102cde4-3f53-4603-84d6-2dd2c8ce9451,30,male,Associate,58475,6,RENT,7000,MEDICAL,12.32,0.12,7,648,yes,0
0102ce1e-796d-4e22-88df-65277001e848,23,female,Bachelor,60829,0,MORTGAGE,7000,VENTURE,13.48,0.12,2,688,no,0
01040999-62a7-4198-b539-a73974862426,28,male,Associate,84880,4,RENT,6000,DEBTCONSOLIDATION,10.36,0.07,9,642,no,0
0104b03f-a2b5-4132-a429-4ea935f896a9,29,female,High School,132817,11,MORTGAGE,12800,EDUCATION,16.82,0.1,6,576,yes,0
01066fc6-3009-4826-82a5-bb483c4e0fe0,22,female,Bachelor,105140,0,RENT,20000,EDUCATION,13.85,0.19,4,665,no,0
01071e22-0b74-4f07-aa7b-a9eb91617573,22,male,Master,72983,2,RENT,3500,VENTURE,5.42,0.05,2,642,yes,0
01074935-29c8-4488-b862-23b459c4fa23,29,female,Bachelor,36952,7,MORTGAGE,1400,EDUCATION,8.9,0.04,9,706,no,1
0108e280-b294-45e1-b6d7-df31fa0cd757,46,female,Associate,60995,23,MORTGAGE,3000,PERSONAL,8.59,0.05,13,652,yes,0
010cf13f-4949-4599-b876-51ac89f09af1,34,male,Bachelor,54400,9,MORTGAGE,9600,DEBTCONSOLIDATION,7.49,0.18,8,696,yes,0
010d1dd8-53f3-4341-8454-d4819dde490f,23,male,Master,73821,0,MORTGAGE,18007,MEDICAL,13.81,0.24,3,699,yes,0
010f6f27-0778-4056-b3b1-969ec3a5d88a,35,female,Associate,94669,13,MORTGAGE,30000,VENTURE,17.58,0.32,8,686,yes,0
010fadf0-e7b0-4712-87b5-8e945f094f86,32,female,High School,93625,9,MORTGAGE,3000,HOMEIMPROVEMENT,9.06,0.03,10,555,yes,0
01115df4-3235-4ccd-9612-9ef1c1bda94b,22,female,Master,53780,0,RENT,12000,VENTURE,13.24,0.22,2,708,no,0
0117f057-e06b-4892-9768-4f005a76de10,24,male,Associate,46586,2,RENT,8000,MEDICAL,12.69,0.17,4,660,yes,0
011c7cbc-c90d-44ab-8ee8-1a9a8b15bc8c,40,male,High School,64677,18,RENT,3000,MEDICAL,9.32,0.05,15,607,yes,0
011ca678-acf8-41a5-9801-1a89dae1f012,33,female,Bachelor,52588,12,RENT,4000,EDUCATION,12.73,0.08,7,707,no,1
011d2a1a-7e99-4d96-aa41-389e2812e841,27,female,Associate,50342,8,MORTGAGE,6000,EDUCATION,11.49,0.12,10,628,yes,0
011d77d9-f86d-432d-b104-c52433769e04,27,female,Associate,41440,5,MORTGAGE,6400,HOMEIMPROVEMENT,7.14,0.15,10,550,yes,0
011d78ca-e315-4f9a-8cb5-d6aed7b56169,40,male,Associate,132788,16,RENT,13000,HOMEIMPROVEMENT,9.91,0.1,17,630,yes,0
011db480-57c4-4361-8873-0946dcfa7e68,32,female,High School,193120,7,MORTGAGE,12000,DEBTCONSOLIDATION,8.02,0.06,8,704,no,0
011dd3e3-53b8-4bad-9628-1a78c8a86b84,26,male,Master,40770,3,RENT,4801,VENTURE,12.69,0.12,4,689,yes,0
011df40e-2e3a-4187-9064-11191d7f434e,28,female,Associate,144796,3,MORTGAGE,10000,EDUCATION,5.42,0.07,6,666,no,0
011e60b3-86e6-4b15-b593-55e773b341e1,24,male,Master,72682,2,MORTGAGE,12982,MEDICAL,8,0.18,3,677,yes,0
