loan_uuid,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_owner,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
392aaa52-860b-472c-a422-15fd7c70751d,a,female,Bachelor,116179,3,RENT,10000,EDUCATION,10.65,0.09,3,675,yes,0
392e063b-a509-4e2c-9b32-7f5b8fb09545,a,male,Master,52834,2,MORTGAGE,7000,PERSONAL,6.62,0.13,4,666,yes,0
392ef524-c817-4502-b521-2a3500df5902,a,male,High School,860787,25,MORTGAGE,12635,PERSONAL,9.83,0.01,26,620,no,0
392f3f67-04c7-4d0e-bc6a-db1e548a492e,a,female,High School,42053,4,RENT,5500,PERSONAL,16.89,0.13,3,513,yes,0
39306faa-6956-4556-9f25-7034219bffe1,a,male,Associate,102791,10,MORTGAGE,6500,HOMEIMPROVEMENT,9.63,0.06,7,656,yes,0
39313936-ecd8-4dad-8000-94e8109a388a,a,male,Master,37954,0,RENT,10000,DEBTCONSOLIDATION,15.65,0.26,4,608,no,1
39324bac-278b-45d9-a323-043734836eca,a,male,Associate,46881,12,OWN,10000,PERSONAL,6.17,0.21,13,658,yes,0
39349159-8870-4e3c-b0b9-57e490b1dfcf,a,male,Associate,114542,10,MORTGAGE,12000,MEDICAL,7.29,0.1,6,541,yes,0
3934ac21-5561-4efa-b656-e88b47c78fc6,a,male,Associate,67888,2,MORTGAGE,10250,PERSONAL,14.65,0.15,4,631,no,0
3937b0e3-964b-4eef-8727-ecb3d7a1e0f4,a,male,Associate,73230,4,MORTGAGE,12000,PERSONAL,15.27,0.16,4,706,yes,0
393a17eb-5eab-4b18-aeb7-0a1fff0d3eff,a,male,High School,31142,0,RENT,4000,EDUCATION,11.01,0.13,3,554,yes,0
393b3ee5-2b46-496d-8710-5973b2027fbf,a,male,High School,61095,3,RENT,14000,VENTURE,6.54,0.23,8,538,yes,0
393c43cb-cf11-4dda-ba6e-ef8c4a241457,a,female,Bachelor,45443,0,RENT,5700,EDUCATION,5.42,0.13,4,598,yes,0
393cebf0-88f8-4720-963b-3ec869b3009a,a,female,Bachelor,210062,11,RENT,20000,VENTURE,17.04,0.1,16,685,no,1
393da079-1f55-4ce2-9239-939d5ce09a4c,a,female,Bachelor,41604,3,MORTGAGE,10000,PERSONAL,15.31,0.24,2,641,no,1
393fea3d-9603-43ce-8d27-7ee2dafc1fae,a,male,Associate,98855,24,RENT,16000,EDUCATION,10.99,0.16,16,671,yes,0
3940894d-1a92-4d2a-b110-f27ed7faf751,a,male,Master,51098,2,RENT,8000,EDUCATION,11.01,0.16,4,621,no,0
39427883-2e8a-4fe6-8284-114ab10b17d7,a,female,Associate,75041,4,RENT,3000,HOMEIMPROVEMENT,9.7,0.04,9,670,yes,0
3942eebf-bda6-497e-b9a4-5013c0b742e8,a,male,Bachelor,58573,0,OWN,8000,PERSONAL,16.77,0.14,9,587,yes,0
394462a6-0334-4a6d-a22b-879b1d09c675,a,male,Master,46433,8,RENT,1500,PERSONAL,12.53,0.03,7,560,no,1
3945dccb-f9c7-44fb-8bcb-ef08bde07ce0,a,female,Bachelor,90807,9,RENT,16000,VENTURE,13.2,0.18,8,689,no,0
3947cf6c-ef75-4c5a-bb54-3637ed89b22a,a,male,High School,67480,21,RENT,7000,DEBTCONSOLIDATION,15.95,0.1,15,684,no,1
3948c79e-36fd-4215-9745-7b97e6d28410,a,male,High School,85402,0,RENT,7550,EDUCATION,7.51,0.09,3,670,yes,0
39498656-bad8-456e-9021-bfcd4e0926ba,a,male,Associate,115114,9,MORTGAGE,5000,HOMEIMPROVEMENT,6.03,0.04,5,564,yes,0
3949e8a7-4ead-4761-885b-a027a87f3a84,a,male,Bachelor,83761,9,MORTGAGE,14000,PERSONAL,6.88,0.17,9,562,yes,0
394c12b7-648d-4886-90b3-ac7c864796eb,a,male,Bachelor,68196,0,RENT,12000,VENTURE,10.61,0.18,4,626,yes,0
39500ee0-0ded-4d9d-b6c4-4eba150561d4,a,female,Associate,241150,15,MORTGAGE,14000,MEDICAL,7.49,0.06,15,618,yes,0
39511e9f-3139-4b66-a1cc-3cf9d27315fa,a,male,High School,150848,6,MORTGAGE,15000,HOMEIMPROVEMENT,7.88,0.1,3,607,no,0
3952e6a7-71ae-411f-8278-fd8651a5ef47,a,female,Bachelor,154768,6,MORTGAGE,9720,EDUCATION,11.18,0.06,7,652,no,1
395439b1-66cb-4d3c-9a8b-f11efff613d4,a,male,High School,84935,2,OWN,6000,EDUCATION,5.42,0.07,2,631,yes,0
395444dc-a44a-4f92-9d93-122a6320cd43,a,female,Master,48982,9,MORTGAGE,10000,PERSONAL,10.75,0.2,8,579,yes,0
3954996f-3c59-447e-8d64-1a81cef33d09,a,male,High School,90290,5,MORTGAGE,3000,MEDICAL,6.76,0.03,3,579,no,0
3955ddf8-a8d0-43a0-8c98-135f11540d89,a,male,Bachelor,27792,3,RENT,2500,PERSONAL,7.2,0.09,4,709,no,1
3958cc9f-3122-4ad4-a127-884e934c5180,a,male,Bachelor,87180,1,MORTGAGE,25000,EDUCATION,11.81,0.29,3,549,yes,0
395b752b-c530-4a86-a282-96eef9d4b90c,a,male,Associate,50178,16,RENT,15000,HOMEIMPROVEMENT,16.95,0.3,15,678,no,1
395c263b-a9fb-414d-89d0-68b532f4c540,a,female,Associate,45687,2,MORTGAGE,3000,PERSONAL,16.82,0.07,7,530,yes,0
395c37ae-38b3-41b2-86fd-58fa39ac93ec,a,female,High School,61349,1,MORTGAGE,8000,VENTURE,19.42,0.13,2,624,no,0
395e1442-051d-41a6-8f23-4574c7305fc9,a,female,High School,28944,3,RENT,4000,MEDICAL,12.42,0.14,3,613,yes,0
395e4637-9caf-4dca-8ee8-b3f919ba94da,a,female,Associate,87024,2,MORTGAGE,9250,EDUCATION,12.53,0.11,4,668,yes,0
3960696f-19c4-4ae3-bd36-015ea0fbaba0,a,female,Associate,156739,8,MORTGAGE,12000,PERSONAL,8.59,0.08,7,679,yes,0
39652541-0cd8-49a9-a8ab-2007419b4267,a,male,Associate,65830,4,RENT,10000,DEBTCONSOLIDATION,14.11,0.15,4,662,no,1
396742e6-91bb-444e-82b1-32fe37ece56d,a,female,Associate,127001,7,MORTGAGE,10000,EDUCATION,9.76,0.08,3,648,no,0
3969f439-3fbf-4ca4-a820-5a3a971ff45c,a,male,Master,50107,7,MORTGAGE,2000,HOMEIMPROVEMENT,7.74,0.04,8,607,no,0
396df1a0-6bd1-464e-982d-9f1f179e40c2,a,female,Bachelor,48908,5,RENT,6000,PERSONAL,13.99,0.12,3,565,yes,0
396e818c-5052-4557-9135-b6945a951000,a,female,Master,133025,3,MORTGAGE,27300,PERSONAL,7.51,0.21,3,637,no,0
396f73b7-f0d8-4e33-9e1e-9548c29533dc,a,female,High School,166463,13,MORTGAGE,25000,MEDICAL,11.12,0.15,6,666,no,0
396f7af9-7fbd-4f27-800b-738b894adc7e,a,female,Master,190662,4,RENT,4000,HOMEIMPROVEMENT,14.84,0.02,3,670,no,1
39731237-461a-4afc-98d7-0f0b02b21c53,a,female,Associate,37040,2,RENT,4000,MEDICAL,14.54,0.11,2,561,no,1
39731b30-dac2-4dfc-bfad-820abf50864c,a,male,Master,24429,4,RENT,6250,EDUCATION,15.31,0.26,2,718,no,1
397879d3-f686-46d4-8bec-fc7d82f29330,a,male,Master,144998,6,RENT,10000,HOMEIMPROVEMENT,17.04,0.07,5,713,yes,0
397b5862-4435-4a1e-9c5c-40d2cf16688d,a,male,Bachelor,63123,0,MORTGAGE,6000,EDUCATION,7.9,0.1,4,644,yes,0
397daae6-6545-4482-8019-cbf8817a3cd2,a,female,Master,43891,9,RENT,10000,PERSONAL,11.01,0.23,6,687,yes,0
397e4d1a-96f0-4fc6-98ec-cb33b3ac0984,a,male,High School,180921,3,MORTGAGE,25000,PERSONAL,12.99,0.14,4,648,no,0
39806db1-b8fd-4421-9c9d-149da771606a,a,female,Master,43327,3,RENT,8000,DEBTCONSOLIDATION,15.31,0.18,2,634,no,1
39812d3c-a25f-497c-8238-9cb759f3f1b2,a,male,Master,72851,4,RENT,12000,DEBTCONSOLIDATION,6.62,0.16,2,540,yes,0
39817e13-f223-4456-97c9-80b40440c7f1,a,male,Bachelor,24800,9,RENT,5000,MEDICAL,13.8,0.2,5,625,no,0
398562bb-8201-4d4c-8bce-76ce4b497c45,a,male,High School,67366,15,RENT,10800,EDUCATION,9.91,0.16,8,674,yes,0
39858be2-8ffb-43b1-8cb0-2f56dc9ae704,a,male,High School,124724,6,RENT,5000,VENTURE,9.32,0.04,7,500,yes,0
3985947c-df23-4d63-957c-4dc58689903e,a,female,Associate,36821,9,RENT,6000,VENTURE,19.42,0.16,10,544,no,1
3986eb90-46c6-4f13-95ca-c27626ef25ad,a,male,Associate,54633,3,MORTGAGE,3450,PERSONAL,11.99,0.06,7,628,yes,0
39876651-8dc8-4c35-83d6-9991824b6949,a,male,Bachelor,120991,0,RENT,8000,VENTURE,7.14,0.07,4,660,no,0
3987cea0-d808-4124-9ded-76fe867cde7f,a,male,Bachelor,361159,0,MORTGAGE,10000,EDUCATION,15.65,0.03,2,546,yes,0
398b184e-a3a8-4cd4-9cbf-a239e7857103,a,male,Associate,48678,10,RENT,7000,PERSONAL,9.68,0.14,10,663,yes,0
398b6af9-d26a-4834-83d1-bb2e2c11cb1c,a,male,Bachelor,80279,5,RENT,2475,PERSONAL,15.05,0.03,8,697,no,1
398b7a67-fdcf-46c2-9657-194985f42ea6,a,female,Bachelor,180936,8,OWN,5425,PERSONAL,11.01,0.03,5,686,no,0
3991d78b-3e01-443f-a152-618c09e60c5a,a,male,Bachelor,102162,0,MORTGAGE,23000,EDUCATION,12.55,0.23,4,619,yes,0
3994032a-d61d-4649-9a22-52fb90feaedb,a,male,Associate,71373,1,MORTGAGE,5300,MEDICAL,19.91,0.07,2,576,no,1
39953f6a-4778-4399-8f0f-5eef8a1d3c96,a,male,Master,29376,1,RENT,8875,VENTURE,10.65,0.3,9,571,no,1
39960401-a2e1-46a0-9d72-ab31bb4b8a7b,a,female,Doctorate,41656,8,RENT,1600,VENTURE,14.84,0.04,6,616,no,1
39998ced-6e09-4353-8810-0bcfe9f627e3,a,female,High School,118733,0,RENT,16000,DEBTCONSOLIDATION,15.78,0.13,4,603,no,1
399b2090-81ba-49e5-b73b-34feea7c8ada,a,male,Associate,44186,8,MORTGAGE,6000,PERSONAL,8.57,0.14,10,606,yes,0
399b6340-6b72-4f9d-b4f0-1e51ec9fba72,a,male,Bachelor,70632,12,RENT,7500,DEBTCONSOLIDATION,11.61,0.11,14,703,no,0
399c2202-1e43-48d9-9a82-6971cc3458ce,a,female,Bachelor,69508,3,MORTGAGE,6000,VENTURE,7.99,0.09,3,661,yes,0
399cf873-4011-4899-874b-51d83520b352,a,female,Associate,29165,18,OWN,10000,HOMEIMPROVEMENT,10.38,0.34,16,628,yes,0
399ef4ef-9feb-43b9-8404-4c758e798f02,a,male,Bachelor,66956,0,MORTGAGE,10000,EDUCATION,10.75,0.15,4,657,yes,0
39a02f2b-d415-4766-8aa7-911eefe74fd8,a,male,Associate,83470,0,MORTGAGE,25000,MEDICAL,6.99,0.3,2,639,yes,0
39a3447a-270c-4fed-b91c-5de262a0af52,a,male,Associate,32720,10,RENT,7000,MEDICAL,11.36,0.21,9,682,yes,0
39a67d8d-51ce-46b9-b970-94fcea5d4fff,a,male,High School,41657,8,RENT,7500,MEDICAL,11.01,0.18,10,639,no,0
39a6eb29-d4e0-4d40-b625-03fd84740d83,a,female,Master,240768,2,MORTGAGE,12000,VENTURE,10.38,0.05,2,669,yes,0
39a700e0-416f-435b-97e2-e99dcd1fcaf9,a,male,Bachelor,41670,3,RENT,15000,VENTURE,14.96,0.36,4,585,no,1
39a79174-cc8f-406c-a576-2b3fb23cf3e1,a,female,Master,75150,9,RENT,15000,VENTURE,6.91,0.2,10,732,yes,0
39a888b7-59fc-42f4-ac25-920129406c44,a,female,Associate,103028,17,RENT,12000,EDUCATION,10.74,0.12,13,644,no,0
39ac0232-bc7a-4c48-834d-a223b73f5037,a,male,Associate,128198,6,RENT,5000,PERSONAL,11.01,0.04,4,546,yes,0
39b40db6-57ef-428d-bc77-8b68b2606d4d,a,female,High School,29732,0,MORTGAGE,2500,MEDICAL,7.14,0.08,2,661,no,0
39b4e33e-318b-4473-9f42-72b87b7847a9,a,male,Bachelor,47942,4,RENT,15000,MEDICAL,15.28,0.31,3,589,no,1
39b5de6e-1554-45cf-9f20-200d89a05e46,a,female,Bachelor,156789,0,RENT,2000,HOMEIMPROVEMENT,6.99,0.01,4,601,yes,0
39b7f318-ee1b-4b2f-862a-91ef72c52f01,a,male,Bachelor,85249,11,MORTGAGE,16000,DEBTCONSOLIDATION,6.91,0.19,14,658,no,0
39b8e043-c27a-4744-8211-43d34c623694,a,female,Master,66738,4,MORTGAGE,2800,VENTURE,13.49,0.04,2,671,no,0
39b9729f-2043-4f0a-99f5-3298587f67db,a,male,Associate,26392,2,RENT,5122,PERSONAL,10.81,0.19,4,703,no,0
39bc5a42-96e0-4b15-a5d2-4c391b34de97,a,female,High School,108999,0,MORTGAGE,15000,PERSONAL,6.03,0.14,3,638,no,0
39bcff28-eb10-45a0-b858-473197533bcc,a,female,High School,38235,5,RENT,8000,VENTURE,9.57,0.21,7,593,yes,0
39c0d601-fb42-4e14-b4cc-4ae331ed8a75,a,female,Master,49116,3,RENT,9000,MEDICAL,12.53,0.18,8,708,yes,0
39c1780e-bc61-4b27-bd5c-0fecbd45191c,a,female,Bachelor,116071,9,MORTGAGE,7000,VENTURE,6.62,0.06,6,676,yes,0
39c18a71-e7a4-4650-bcc2-835905f52f87,a,male,Bachelor,48837,2,MORTGAGE,15000,DEBTCONSOLIDATION,9.88,0.31,2,648,no,0
39c2badd-3fba-4453-8751-eef887c8bdac,a,female,Associate,156824,11,MORTGAGE,16088,MEDICAL,10.03,0.1,10,593,yes,0
39c32acf-b8d6-4596-b523-d368f801ddd6,a,male,Doctorate,58358,7,MORTGAGE,17338,HOMEIMPROVEMENT,13.53,0.3,5,630,yes,0
39c3e180-953e-411c-9f18-4a73e28af7e2,a,female,Associate,58427,10,RENT,9600,MEDICAL,16.29,0.16,7,673,yes,0
39c73add-78a2-4d9b-a2f2-2fed5b7562a3,a,male,Bachelor,134540,15,RENT,6000,HOMEIMPROVEMENT,9.99,0.04,9,717,no,0
39c7d1af-27ba-4b28-9403-45fd7ad0892a,a,male,Bachelor,97115,3,MORTGAGE,6300,EDUCATION,5.79,0.06,4,635,no,0
39c92e4e-5d3d-4f15-a244-20ca16799dfb,a,male,High School,91192,6,MORTGAGE,15000,HOMEIMPROVEMENT,8.9,0.16,9,620,yes,0
39c9756d-cc82-459b-bdd4-f9f2c16a6005,a,male,Bachelor,44764,2,MORTGAGE,2500,VENTURE,10.37,0.06,3,660,no,0
39cbe691-d664-449e-b94f-65aac94ae52e,a,female,Bachelor,83753,0,RENT,8500,HOMEIMPROVEMENT,6.92,0.1,4,644,no,1
39cd9c30-b948-4444-9a6f-6299126a3a01,a,female,Associate,58656,0,RENT,12000,EDUCATION,13.85,0.2,4,586,yes,0
39cf2c93-1226-4ec1-b1a0-43d837812755,a,male,High School,29716,0,RENT,1000,PERSONAL,12.84,0.03,3,604,yes,0
39cfb8ab-dfe1-4b3a-aacb-8296250134b2,a,female,Associate,69811,3,MORTGAGE,7250,VENTURE,10.59,0.1,4,644,yes,0
39d0242d-7a50-48b4-93cb-8eb6f9689927,a,male,High School,47091,3,OWN,7675,EDUCATION,10,0.16,4,586,yes,0
39d16e73-542e-43a4-b9eb-cb636efa79e6,a,female,Associate,87315,15,MORTGAGE,6000,DEBTCONSOLIDATION,5.99,0.07,11,656,no,0
39d282e5-115e-4a49-87c3-defdec0da6b5,a,male,Master,211083,12,MORTGAGE,7500,EDUCATION,19.69,0.04,9,684,no,0
39d3de99-3210-476e-bcaf-6b097b2069bf,a,male,High School,68940,2,RENT,10000,HOMEIMPROVEMENT,11.01,0.15,4,654,yes,0
39d40d12-5e9b-4e66-91c9-189247be4083,a,female,Associate,45460,4,RENT,12450,EDUCATION,16.32,0.27,2,526,no,1
39d4bbf7-eb36-4491-96ac-f295f69c3391,a,female,Bachelor,79226,5,OWN,7500,VENTURE,10.96,0.09,5,663,yes,0
39d7547c-2432-4392-b206-d3d8f63d2a0e,a,male,High School,99773,0,MORTGAGE,14265,MEDICAL,9.04,0.14,3,645,no,0
39d78dd4-0194-4cee-bbf6-69bafe58da9a,a,male,Associate,43687,0,MORTGAGE,5600,DEBTCONSOLIDATION,6.76,0.13,3,619,no,0
39d7b5dd-7cb4-4b34-b056-af271cb22cfd,a,male,High School,40447,15,RENT,8000,DEBTCONSOLIDATION,14.26,0.2,12,658,no,1
39d9fef0-517a-482f-a18e-fbae815d7f05,a,male,Bachelor,42369,0,RENT,5000,MEDICAL,16.89,0.12,3,604,no,1
39da309a-eff5-4346-9cda-0208312e6f44,a,female,Bachelor,73114,0,MORTGAGE,7000,VENTURE,13.61,0.1,3,683,yes,0
39da9b6b-7335-4503-9fbf-7b19cd4fc88d,a,male,Associate,61050,6,MORTGAGE,2200,PERSONAL,11.49,0.04,8,697,yes,0
39daa7d3-cf89-4dcd-92dc-da606d0e3c9d,a,male,Associate,18258,0,RENT,1725,PERSONAL,14.8,0.09,2,655,no,1
39dc7388-1090-4b07-a0db-71834a13028b,a,male,Master,37325,10,RENT,6600,EDUCATION,16.49,0.18,8,707,no,1
39dee7b0-6c05-468d-8770-864bc73ab143,a,male,Master,83663,24,RENT,10000,VENTURE,13.48,0.12,16,633,yes,0
39df0763-0b22-46b7-a2a1-f3ac57d492ab,a,male,Bachelor,35414,0,RENT,4000,MEDICAL,14.96,0.11,4,674,no,1
39e34a70-32e6-4c7b-a798-b92c70526323,a,male,Associate,52338,3,RENT,12000,PERSONAL,11.36,0.23,2,609,yes,0
39e5741d-2e6f-49c1-a701-2b6a47e4cee1,a,male,Bachelor,48067,4,RENT,6000,VENTURE,13.96,0.12,8,582,no,1
39e64ca5-c8b4-4482-8582-d6bdef4262a5,a,male,Master,60975,2,MORTGAGE,6000,PERSONAL,6.17,0.1,2,660,no,0
39e7b64e-42d4-499c-9dcc-11eb4a81ec70,a,female,Bachelor,87179,6,MORTGAGE,16000,VENTURE,15.95,0.18,5,671,yes,0
39e8ea07-c56a-4064-801f-4e6137c5e0a6,a,male,Doctorate,58010,8,RENT,12000,MEDICAL,11.99,0.21,6,665,no,0
39ebcacf-9132-4f50-a8c6-2e034ec22c99,a,male,High School,41178,2,RENT,6000,DEBTCONSOLIDATION,10.71,0.15,3,606,yes,0
39edf02e-ae30-429c-b393-caa8867accb8,a,male,Master,100583,1,MORTGAGE,13000,PERSONAL,11.22,0.13,3,682,no,0
39ee0458-61b4-46d6-b1b7-5a07e8a8e6d4,a,female,High School,60907,7,RENT,6000,PERSONAL,10.59,0.1,5,662,yes,0
39ee59dd-348d-451a-acd1-8a8ff46fe787,a,male,Master,102937,0,RENT,12000,VENTURE,13.16,0.12,4,714,yes,0
39f2df8e-6ee0-421e-8dd1-e763ceba5946,a,female,Bachelor,90582,10,RENT,10000,HOMEIMPROVEMENT,7.29,0.11,7,561,yes,0
39f8335c-0b06-4282-9639-de1f9bd63394,a,female,Associate,72832,6,MORTGAGE,5000,HOMEIMPROVEMENT,11.31,0.07,5,435,yes,0
39fbb1f1-3f6f-497a-9785-ed8a3232f380,a,male,Master,55223,0,MORTGAGE,5000,VENTURE,7.38,0.09,4,646,no,0
39fc0c15-aa7c-4796-9921-e6440bc85444,a,male,Associate,46519,10,RENT,4900,EDUCATION,10.28,0.11,6,624,no,1
39fec1d0-6cae-460a-bde0-00ec210dd2fd,a,male,Associate,117852,13,RENT,20000,PERSONAL,13.22,0.17,7,676,no,0
3a01ba82-6d47-49ba-a946-e5a1e7c7024d,a,male,High School,88455,3,MORTGAGE,16000,MEDICAL,7.86,0.18,4,649,yes,0
3a02eb6e-ff29-4d9a-8212-c8ecd90105b1,a,male,High School,79096,1,MORTGAGE,13000,EDUCATION,10.55,0.16,2,672,yes,0
3a05edec-4945-44d0-8c83-38496d57e527,a,male,Associate,52818,6,MORTGAGE,4000,PERSONAL,12.69,0.08,5,615,no,0
3a07b901-844e-4a87-8bea-b4952585eb30,a,male,Master,241005,17,MORTGAGE,25000,EDUCATION,11.01,0.1,7,693,no,0
3a07bc03-280e-455f-82f7-9abb3bc242bd,a,male,High School,87453,2,RENT,7128,EDUCATION,8.42,0.08,3,614,no,0
3a0d3475-5b0b-4862-b3b8-c3643a1e954c,a,male,Bachelor,98855,5,MORTGAGE,6000,HOMEIMPROVEMENT,7.9,0.06,4,702,no,0
3a0d5c5c-da8d-4bff-aaa4-a98bdd988740,a,female,Bachelor,41719,6,RENT,2420,EDUCATION,12.34,0.06,5,606,no,0
3a0d6a8f-e09b-4313-b700-41f19a801622,a,male,Associate,43889,5,MORTGAGE,6725,HOMEIMPROVEMENT,11.49,0.15,2,670,no,1
3a12cda2-0b34-40e3-b61e-de59f3df96a8,a,male,Bachelor,139282,9,MORTGAGE,21892,EDUCATION,12.13,0.16,10,612,yes,0
3a163569-17b3-447a-bb32-e43ab7efb643,a,male,High School,96779,0,MORTGAGE,10000,EDUCATION,11.01,0.1,2,540,yes,0
3a164e5c-a86c-4667-bcba-7720edc4c2ad,a,male,Master,48797,10,MORTGAGE,12650,MEDICAL,11.34,0.26,9,693,no,0
3a1b5c44-cd05-4458-a528-3fb04e5d6a0a,a,male,Master,78868,0,MORTGAGE,16000,MEDICAL,14.35,0.2,3,676,no,1
3a1b96b1-9aa9-4381-8507-acd148edff90,a,male,Bachelor,74580,1,RENT,3000,PERSONAL,12.42,0.04,2,553,no,0
3a1bb4fd-c755-45b5-bc9e-4f9e395c9adb,a,female,Bachelor,49984,9,RENT,5000,MEDICAL,15.28,0.1,10,695,no,0
3a1c648c-f7a5-4c11-9e4e-097bae3a3b2d,a,female,Master,18301,0,RENT,1200,PERSONAL,10.37,0.07,2,687,yes,0
3a1cafe4-66a0-4e3d-aa07-a672f4bd85c2,a,female,Associate,120419,0,MORTGAGE,5000,MEDICAL,9.67,0.04,3,511,yes,0
3a1d4c20-7d3c-4a73-8c63-90c8afbce4fa,a,male,High School,67987,5,MORTGAGE,8400,EDUCATION,7.51,0.12,6,611,no,0
3a1dbba9-c41f-40d6-b725-7f808b05ef2d,a,female,Bachelor,74106,0,RENT,7536,HOMEIMPROVEMENT,10.61,0.1,5,652,yes,0
3a1dce86-5a32-4c78-8413-e14c738d9317,a,male,High School,45613,2,RENT,10000,PERSONAL,11.01,0.22,2,689,no,1
3a229651-9d51-40f7-9c45-968dc6209f7c,a,male,Associate,55966,12,RENT,5709,PERSONAL,13.47,0.1,9,455,yes,0
